movie_id,character,actor
9374,Chagall,Ian Ogilvy
9374,Dakota,Adam Storke
9374,Rose,Nancy Fish
9374,Psychologist,Alaina Reed Hall
9374,Anna,Michelle Johnson
9374,Hospital Doctor,Sydney Pollack
11806,George Newton,Charles Grodin
11806,Alice Newton,Bonnie Hunt
11806,Herman Varnick,Dean Jones
11806,Ryce Newton,Nicholle Tom
11806,Brad,David Duchovny
11806,Vernon,Stanley Tucci
11806,Harvey,Oliver Platt
11806,Brie,Patricia Heaton
11806,Ted,Christopher Castile
11806,Emily,Sarah Rose Karr
11259,Joseph Donnelly,Tom Cruise
11259,Shannon Christie,Nicole Kidman
11259,Stephen Chase,Thomas Gibson
11259,Daniel Christie,Robert Prosky
11259,Nora Christie,Barbara Babcock
11259,Danty Duff,Cyril Cusack
11259,Molly Kay,Eileen Pollock
11259,Kelly,Colm Meaney
11259,Dermody,Douglas Gillison
11259,Grace,Michelle Johnson
9475,Lieutenant Colonel Frank Slade,Al Pacino
9475,Charlie Simms,Chris O'Donnell
9475,Mr. Trask,James Rebhorn
9475,Donna,Gabrielle Anwar
9475,"George Willis, Jr.",Philip Seymour Hoffman
9475,Randy,Bradley Whitford
9475,W.R. Slade,Richard Venture
9475,Mrs. Hunsaker,June Squibb
9475,Christine Downes,Frances Conroy
9475,Gretchen,Rochelle Oliver
10326,Capt. Daniel McCormick,Mel Gibson
10326,Claire Cooper,Jamie Lee Curtis
10326,Nat Cooper,Elijah Wood
10326,Helen,Isabel Glasser
10326,Harry Finley,George Wendt
10326,Cameron,Joe Morton
10326,John,Nicolas Surovy
10326,Lt. Col. Wilcox USAF,David Marshall Grant
10326,Felix,Robert Hy Gorman
10326,Steven,Michael A. Goorjian
8872,Wayne Campbell,Mike Myers
8872,Garth Algar,Dana Carvey
8872,Benjamin Kane,Rob Lowe
8872,Cassandra,Tia Carrere
8872,Stacy,Lara Flynn Boyle
8872,Security Guard,Chris Farley
8872,Noah Vanderhoff,Brian Doyle-Murray
8872,Alan,Michael DeLuise
8872,Dreamwoman,Donna Dixon
8872,Tiny,Meat Loaf
11287,Jimmy Dugan,Tom Hanks
11287,Dottie Hinson,Geena Davis
11287,Mae Mordabito,Madonna
11287,Kit Keller,Lori Petty
11287,Ernie Capadino,Jon Lovitz
11287,Ira Lowenstein,David Strathairn
11287,Walter Harvey,Garry Marshall
11287,Bob Hinson,Bill Pullman
11287,Marla Hooch - 2nd Base,Megan Cavanagh
11287,Doris Murphy - 3rd Base,Rosie O'Donnell
329,Dr. Alan Grant,Sam Neill
329,Dr. Ellie Sattler,Laura Dern
329,Dr. Ian Malcolm,Jeff Goldblum
329,John Hammond,Richard Attenborough
329,Robert Muldoon,Bob Peck
329,Donald Gennaro,Martin Ferrero
329,Wu,BD Wong
329,Tim Murphy,Joseph Mazzello
329,Lex Murphy,Ariana Richards
329,Arnold,Samuel L. Jackson
788,Daniel Hillard / Mrs. Doubtfire,Robin Williams
788,Miranda Hillard,Sally Field
788,Stuart Dunmeyer,Pierce Brosnan
788,Uncle Frank Hillard,Harvey Fierstein
788,Gloria Chaney,Polly Holliday
788,Lydia Hillard,Lisa Jakub
788,Christopher Hillard,Matthew Lawrence
788,Natalie Hillard,Mara Wilson
788,Jonathan Lundy,Robert Prosky
788,"Mrs. Sellner, The Social Worker",Anne Haney
5503,Dr. Kimble,Harrison Ford
5503,Samuel Gerard,Tommy Lee Jones
5503,Helen Kimble,Sela Ward
5503,Dr. Anne Eastman,Julianne Moore
5503,Cosmo Renfro,Joe Pantoliano
5503,Sykes,Andreas Katsulas
5503,Dr. Charles Nichols,Jeroen Krabbé
5503,Biggs,Daniel Roebuck
5503,Poole,L. Scott Caldwell
5503,Detective Kelly,Ron Dean
424,Oskar Schindler,Liam Neeson
424,Itzhak Stern,Ben Kingsley
424,Amon Goeth,Ralph Fiennes
424,Emilie Schindler,Caroline Goodall
424,Poldek Pfefferberg,Jonathan Sagall
424,Helen Hirsch,Embeth Davidtz
424,Victoria Klonowska,Malgorzata Gebel
424,Wilek Chilowicz,Shmuel Levy
424,Marcel Goldberg,Mark Ivanir
424,Ingrid,Béatrice Macola
37233,Mitch McDeere,Tom Cruise
37233,Abby McDeere,Jeanne Tripplehorn
37233,Avery Tolar,Gene Hackman
37233,Tammy Hemphill,Holly Hunter
37233,Wayne Tarrance,Ed Harris
37233,Oliver Lambert,Hal Holbrook
37233,Royce McKnight,Jerry Hardin
37233,Ray McDeere,David Strathairn
37233,Lamar Quinn,Terry Kinney
37233,William Devasher,Wilford Brimley
4478,John Gage,Robert Redford
4478,Diana Murphy,Demi Moore
4478,David Murphy,Woody Harrelson
4478,Mr. Shackleford,Seymour Cassel
4478,Jeremy,Oliver Platt
4478,Day Tripper,Billy Bob Thornton
4478,Auction M.C.,Billy Connolly
4478,Mr. Langford,Rip Taylor
4478,Van Buren,Pierre Epstein
4478,Realtor,Joel Brooks
176439,,Kiyomi It?
176439,,Takeshi Itô
176439,,Kôichi Imaizumi
176439,,Mako
9350,Gabe Walker,Sylvester Stallone
9350,Eric Qualen,John Lithgow
9350,Hal Tucker,Michael Rooker
9350,Jessie Deighan,Janine Turner
9350,Richard Travers,Rex Linn
9350,Kristel - Jet Pilot,Caroline Goodall
9350,Kynette,Leon Robinson
9350,Delmar,Craig Fairbrass
9350,Ryan,Gregory Scott Cummins
9350,Heldon,Denis Forest
858,Sam Baldwin,Tom Hanks
858,Annie Reed,Meg Ryan
858,Walter,Bill Pullman
858,Jonah Baldwin,Ross Malinger
858,Becky,Rosie O'Donnell
858,Jessica,Gaby Hoffmann
858,Greg,Victor Garber
858,Suzy,Rita Wilson
858,Victoria,Barbara Garrick
858,Jay,Rob Reiner
9800,Andrew Beckett,Tom Hanks
9800,Joe Mille,Denzel Washington
9800,Charles Wheeler,Jason Robards
9800,Belinda Conine,Mary Steenburgen
9800,Miguel Alvarez,Antonio Banderas
9800,Bob Seidman,Ron Vawter
9800,Walter Kenton,Robert Ridgely
9800,Judge Garnett,Charles Napier
9800,Lisa Miller,Lisa Summerour
9800,Jerome Green,Obba Babatundé
9944,Darby Shaw,Julia Roberts
9944,Gray Grantham,Denzel Washington
9944,Thomas Callahan,Sam Shepard
9944,Bob Gminski,William Atherton
9944,Smith Keen,John Lithgow
9944,Sara Ann Morgan's Father,Tom Quinn
9944,Gavin Vereek,John Heard
9944,Justice Rosenberg,Hume Cronyn
9944,Fletcher Cole,Tony Goldwyn
9944,The President,Robert Culp
9386,Secret Service Agent Frank Horrigan,Clint Eastwood
9386,Secret Service Agent Lilly Raines,Rene Russo
9386,Mitch Leary,John Malkovich
9386,Secret Service Agent Al D'Andrea,Dylan McDermott
9386,Secret Service Presidential Detail Agent-In-Charge Bill Watts,Gary Cole
9386,White House Chief of Staff Harry Sargent,Fred Dalton Thompson
9386,Mendoza,Tobin Bell
9386,Sam Campagna,John Mahoney
9386,Matt Wilder,Gregory Alan Williams
9386,President,Jim Curley
9739,John Spartan,Sylvester Stallone
9739,Simon Phoenix,Wesley Snipes
9739,Lt. Lenina Huxley,Sandra Bullock
9739,Dr. Raymond Cocteau,Nigel Hawthorne
9739,Alfredo Garcia,Benjamin Bratt
9739,Edgar Friendly,Denis Leary
9739,Chief George Earle,Bob Gunton
9739,Associate Bob,Glenn Shadix
9739,Helicopter Pilot,Pat Skipper
9739,Captain Healy,Steve Kahan
864,Derice Bannock,Leon Robinson
864,Sanka Coffie,Doug E. Doug
864,Junior Bevil,Rawle D. Lewis
864,Yul Brenner,Malik Yoba
864,Irving 'Irv' Blitzer,John Candy
864,Kurt Hemphill,Raymond J. Barry
864,Josef Grool,Peter Outerbridge
864,Roger,Paul Coeur
864,Larry,Larry Gilman
864,Winston,Kristoffer Cooper
1634,Jesse,Jason James Richter
1634,Rae Lindley,Lori Petty
1634,Randolph Johnson,August Schellenberg
1634,Glen Greenwood,Michael Madsen
1634,Annie Greenwood,Jayne Atkinson
1634,Dial,Michael Ironside
1634,Wade,Richard Riehle
1634,Dwight Mercer,Mykelti Williamson
1634,Perry,Michael Bacall
1634,Gwenie,Danielle Harris
1049,Laurel Sommersby,Jodie Foster
1049,John Robert Sommersby/Horace Townsend,Richard Gere
1049,Orin Meecham,Bill Pullman
1049,Judge Barry Conrad Issacs,James Earl Jones
1049,Buck,Lanny Flaherty
1049,Reverend Powell,William Windom
1049,Travis,Wendell Wellman
1049,Rob,Brett Kelley
1049,Esther,Clarice Taylor
1049,Joseph,Frankie Faison
9593,Jack Slater,Arnold Schwarzenegger
9593,John Practice,F. Murray Abraham
9593,Frank,Art Carney
9593,Benedict,Charles Dance
9593,Lieutenant Dekker,Frank McRae
9593,Ripper / Tommy Noonan,Tom Noonan
9593,Tony Vivaldi,Anthony Quinn
9593,Irene Madigan,Mercedes Ruehl
9593,Danny Madigan,Austin O'Brien
9593,Death,Ian McKellen
9559,Robert 'Butch' Haynes,Kevin Costner
9559,Chief Red Garnett,Clint Eastwood
9559,Sally Gerber,Laura Dern
9559,Phillip 'Buzz' Perry,T.J. Lowther
9559,Bobby Lee,Bradley Whitford
9559,Terry Pugh,Keith Szarabajka
9559,Tom Adler,Leo Burmester
9559,Dick Suttle,Paul Hewitt
9559,Bradley,Ray McKinnon
9559,Gladys Perry,Jennifer Griffin
9255,Topper Harley,Charlie Sheen
9255,President Thomas 'Tug' Benson,Lloyd Bridges
9255,Ramada Rodham Hayman,Valeria Golino
9255,Col. Denton Walters,Richard Crenna
9255,Dexter Hayman,Rowan Atkinson
9255,Commander Arvid Harbinger,Miguel Ferrer
9255,Michelle Rodham Huddleston,Brenda Bakke
9255,Saddam Hussein,Jerry Haleva
9255,Gerou,David Wohl
9255,Gray Edwards,Mitchell Ryan
10438,George Newton,Charles Grodin
10438,Alice Newton,Bonnie Hunt
10438,Ryce Newton,Nicholle Tom
10438,Ted Newton,Christopher Castile
10438,Emily Newton,Sarah Rose Karr
10438,Regina,Debi Mazar
10438,Floyd,Chris Penn
10438,Taylor Devereaux,Ashley Hamilton
10438,Seth,Danny Masterson
8587,Young Simba (voice),Jonathan Taylor Thomas
8587,Adult Simba (voice),Matthew Broderick
8587,King Mufasa (voice),James Earl Jones
8587,Scar (voice),Jeremy Irons
8587,Adult Nala (voice),Moira Kelly
8587,Young Nala (voice),Niketa Calame
8587,Pumbaa (voice),Ernie Sabella
8587,Timon (voice),Nathan Lane
8587,Rafiki (voice),Robert Guillaume
8587,Zazu the Hornbill (voice),Rowan Atkinson
13,Forrest Gump,Tom Hanks
13,Jenny Curran,Robin Wright
13,Lt. Dan Taylor,Gary Sinise
13,Pvt. Benjamin Buford 'Bubba' Blue,Mykelti Williamson
13,Mrs. Gump,Sally Field
13,Young Forrest Gump,Michael Conner Humphreys
13,Young Jenny Curran,Hanna Hall
13,Forrest Gump Jr.,Haley Joel Osment
13,School Bus Driver,Siobhan Fallon
13,Drill Sergeant,Afemo Omilami
36955,Harry Tasker,Arnold Schwarzenegger
36955,Helen Tasker,Jamie Lee Curtis
36955,Albert Gibson,Tom Arnold
36955,Simon,Bill Paxton
36955,Juno Skinner,Tia Carrere
36955,Salim Abu Aziz,Art Malik
36955,Dana Tasker,Eliza Dushku
36955,Faisil,Grant Heslov
36955,Spencer Trilby,Charlton Heston
36955,Jamal Khaled,Marshall Manesh
854,Stanley Ipkiss / The Mask,Jim Carrey
854,Tina Carlyle,Cameron Diaz
854,Mrs. Peenman,Nancy Fish
854,Irv,Tim Bagley
854,Burt,Johnny Williams
854,Lieutenant Mitch Kellaway,Peter Riegert
854,Dorian Tyrrell,Peter Greene
854,Peggy Brandt,Amy Yasbeck
854,Charlie Schumaker,Richard Jeni
854,Niko,Orestes Matacena
1637,Jack Traven,Keanu Reeves
1637,Annie Porter,Sandra Bullock
1637,Howard Payne,Dennis Hopper
1637,Harold 'Harry' Temple,Jeff Daniels
1637,Capt. McMahon,Joe Morton
1637,Jaguar Owner,Glenn Plummer
1637,Sam,Hawthorne James
1637,Ortiz,Carlos Carrasco
1637,Helen,Beth Grant
888,Fred Flintstone,John Goodman
888,Wilma Flintstone,Elizabeth Perkins
888,Barney Rubble,Rick Moranis
888,Betty Rubble,Rosie O'Donnell
888,Cliff Vandercave,Kyle MacLachlan
888,Rosetta Stone,Halle Berry
888,Pearl Slaghoople,Elizabeth Taylor
888,Mr. Slate,Dann Florek
888,Hoagie,Richard Moll
888,Joe Rockhead,Irwin Keyes
712,Charles,Hugh Grant
712,Carrie,Andie MacDowell
712,Tom,James Fleet
712,Gareth,Simon Callow
712,Matthew,John Hannah
712,Fiona,Kristin Scott Thomas
712,David,David Bower
712,Scarlett,Charlotte Coleman
712,Father Gerald,Rowan Atkinson
712,Henrietta,Anna Chancellor
8467,Lloyd Christmas,Jim Carrey
8467,Harry Dune,Jeff Daniels
8467,Mary Swanson,Lauren Holly
8467,Helen Swanson,Teri Garr
8467,Joe Mentaliano,Mike Starr
8467,J.P. Shay,Karen Duffy
8467,Nicholas Andre,Charles Rocket
8467,Athletic Beauty,Victoria Rowell
8467,Billy,Brady Bluhm
8467,Sea Bass,Cam Neely
628,Louis de Pointe du Lac,Brad Pitt
628,Lestat de Lioncourt,Tom Cruise
628,Claudia,Kirsten Dunst
628,Armand,Antonio Banderas
628,Daniel Malloy,Christian Slater
628,Santiago,Stephen Rea
628,Yvette,Thandie Newton
628,Madeleine,Domiziana Giordano
628,Estelle,Sara Stockbridge
628,New Orleans Whore,Indra Ové
9331,Jack Ryan,Harrison Ford
9331,John Clark,Willem Dafoe
9331,Cathy Ryan,Anne Archer
9331,Col. Felix Cortez,Joaquim de Almeida
9331,Robert Ritter,Henry Czerny
9331,James Cutter,Harris Yulin
9331,President Bennett,Donald Moffat
9331,Ernesto Escobedo,Miguel Sandoval
9331,Captain Ramirez,Benjamin Bratt
9331,Domingo Chavez,Raymond Cruz
8984,Tom Sanders,Michael Douglas
8984,Meredith Johnson,Demi Moore
8984,Bob Garvin,Donald Sutherland
8984,Philip Blackburn,Dylan Baker
8984,Cindy Chang,Jacqueline Kim
8984,Catherine Alvarez,Roma Maffia
8984,Susan Hendler,Caroline Goodall
8984,Stephanie Kaplan,Rosemary Forsyth
8984,Mark Lewyn,Dennis Miller
8984,Mary Anne Hunter,Suzie Plakson
680,Vincent Vega,John Travolta
680,Jules Winfield,Samuel L. Jackson
680,Mia Wallace,Uma Thurman
680,Butch Coolidge,Bruce Willis
680,Marsellus Wallace,Ving Rhames
680,Wolf,Harvey Keitel
680,Lance,Eric Stoltz
680,Pumpkin,Tim Roth
680,Honey Bunny,Amanda Plummer
680,Fabienne,Maria de Medeiros
2164,Colonel Jonathan “Jack” O'Neil,Kurt Russell
2164,Dr. Daniel Jackson,James Spader
2164,Ra,Jaye Davidson
2164,Catherine,Viveca Lindfors
2164,Skaara,Alexis Cruz
2164,Sha'uri,Mili Avital
2164,General W.O. West,Leon Rippy
2164,Lieutenant Kawalsky,John Diehl
2164,Lieutenant Ferretti,French Stewart
2164,Anubis,Carlos Lauchu
11395,Santa Claus / Scott Calvin,Tim Allen
11395,Dr. Neil Miller,Judge Reinhold
11395,Laura Calvin Miller,Wendy Crewson
11395,Bernard the Elf,David Krumholtz
11395,Mr. Whittle,Peter Boyle
11395,Charlie Calvin,Eric Lloyd
11395,Judy the Elf,Paige Tamada
11395,Detective Nunzio,Larry Brandenburg
11395,Judy the Waitress,Jayne Eastwood
11395,ELFS Leader,Kenny Vadas
2636,Ray Quick,Sylvester Stallone
2636,May Munro,Sharon Stone
2636,Ned Trent,James Woods
2636,Joe Leon,Rod Steiger
2636,Tomas Leon,Eric Roberts
2636,Charlie,Mario Ernesto Sánchez
2636,Strongarm,Sergio Doré Jr.
2636,Stan Munro,Chase Randolph
2636,Alice Munro,Jeana Bell
2636,Young May,Brittany Paige Bouck
4476,Tristan Ludlow,Brad Pitt
4476,Col. William Ludlow,Anthony Hopkins
4476,Alfred Ludlow,Aidan Quinn
4476,Susannah Fincannon Ludlow,Julia Ormond
4476,Samuel Ludlow,Henry Thomas
4476,Isabel Two Decker Ludlow,Karina Lombard
4476,One Stab,Gordon Tootoosis
4476,James O'Banion,John Novak
4476,John T. O'Banion,Robert Wisden
4476,Samuel Decker,David Kaye
193,Captain Jean-Luc Picard,Patrick Stewart
193,Commander William T. Riker,Jonathan Frakes
193,Lt. Commander Data,Brent Spiner
193,Lt. Commander Geordi La Forge,LeVar Burton
193,Lt. Commander Worf,Michael Dorn
193,Dr. Beverly Crusher,Gates McFadden
193,Commander Deanna Troi,Marina Sirtis
193,James T. Kirk,William Shatner
193,Montgomery Scott,James Doohan
193,Pavel Chekov,Walter Koenig
306,Axel Foley,Eddie Murphy
306,Billy Rosewood,Judge Reinhold
306,Jon Flint,Héctor Elizondo
306,Insp. Douglas Todd,Gilbert R. Hill
306,Ellis Dewald,Timothy Carhart
306,Serge,Bronson Pinchot
306,Steve Fulbright,Stephen McHattie
306,Janice,Theresa Randle
306,Orrin Sanderson,John Saxon
306,Levine,Jon Tenney
10731,"Regina ""Reggie"" Love",Susan Sarandon
10731,'Reverend' Roy Foltrigg,Tommy Lee Jones
10731,Dianne Sway,Mary-Louise Parker
10731,Barry 'The Blade' Muldano,Anthony LaPaglia
10731,Thomas Fink,Bradley Whitford
10731,Sergeant Hardy,Will Patton
10731,Mark Sway,Brad Renfro
10731,Clint Von Hooser,Anthony Edwards
10731,Jason McThune,J. T. Walsh
10731,Larry Trumann,Anthony Heald
3036,The Creature,Robert De Niro
3036,Victor Frankenstein,Kenneth Branagh
3036,Henry Clerval,Tom Hulce
3036,Elizabeth,Helena Bonham Carter
3036,Cap. Robert Walton,Aidan Quinn
3036,Baron Frankenstein,Ian Holm
3036,Großvater,Richard Briers
3036,Prof. Waldman,John Cleese
3036,Prof. Krempe,Robert Hardy
3036,Caroline Beaufort Frankenstein,Cherie Lunghi
862,Woody (voice),Tom Hanks
862,Buzz Lightyear (voice),Tim Allen
862,Mr. Potato Head (voice),Don Rickles
862,Slinky Dog (voice),Jim Varney
862,Rex (voice),Wallace Shawn
862,Hamm (voice),John Ratzenberger
862,Bo Peep (voice),Annie Potts
862,Andy (voice),John Morris
862,Sid (voice),Erik von Detten
862,Mrs. Davis (voice),Laurie Metcalf
1572,John McClane,Bruce Willis
1572,Simon Peter Gruber,Jeremy Irons
1572,Zeus Carver,Samuel L. Jackson
1572,Joe Lambert,Graham Greene
1572,Connie Kowalski,Colleen Camp
1572,Chief Cobb,Larry Bryggman
1572,Ricky Walsh,Anthony Peck
1572,Targo,Nicholas Wyman
1572,Katya,Sam Phillips
1572,Charles Weiss,Kevin Chamberlin
568,Jim Lovell,Tom Hanks
568,Fred Haise,Bill Paxton
568,Jack Swigert,Kevin Bacon
568,Ken Mattingly,Gary Sinise
568,Gene Kranz,Ed Harris
568,Marilyn Lovell,Kathleen Quinlan
568,Barbara Lovell,Mary Kate Schellhardt
568,Susan Lovell,Emily Ann Lloyd
568,Jeffrey Lovell,Miko Hughes
568,Jay Lovell,Max Elliott Slade
710,James Bond,Pierce Brosnan
710,Alec Trevelyan,Sean Bean
710,Natalya Fyodorovna Simonova,Izabella Scorupco
710,Xenia Onatopp,Famke Janssen
710,Jack Wade,Joe Don Baker
710,M,Judi Dench
710,General Arkady Grigorovich Ourumov,Gottfried John
710,Valentin Dmitrovich Zukovsky,Robbie Coltrane
710,Boris Grishenko,Alan Cumming
710,Defense Minister Dmitri Mishkin,Tchéky Karyo
10530,Pocahontas (voice),Irene Bedard
10530,John Smith (voice),Mel Gibson
10530,Governor Ratcliffe (voice),David Ogden Stiers
10530,Meeko (voice),John Kassir
10530,Powhatan (voice),Russell Means
10530,Thomas (voice),Christian Bale
10530,Pocahontas (singing voice),Judy Kuhn
10530,Grandmother Willow (voice),Linda Hunt
10530,Percy (voice),Danny Mann
10530,Ben (voice),Billy Connolly
414,Bruce Wayne / Batman,Val Kilmer
414,Harvey Dent / Two-Face,Tommy Lee Jones
414,Edward Nygma / The Riddler,Jim Carrey
414,Dr. Chase Meridian,Nicole Kidman
414,Dick Grayson / Robin,Chris O'Donnell
414,Alfred Pennyworth,Michael Gough
414,Commissioner Gordon,Pat Hingle
414,Sugar,Drew Barrymore
414,Spice,Debi Mazar
414,Gossip Gerty,Elizabeth Sanders
414,Dr. Burton,Rene Auberjonois
414,Bank Guard,Joe Grifasi
807,Detective David Mills,Brad Pitt
807,Detective Lt. William Somerset,Morgan Freeman
807,Tracy Mills,Gwyneth Paltrow
807,California,John C. McGinley
807,John Doe,Kevin Spacey
807,Police Captain,R. Lee Ermey
807,Dist. Atty. Martin Talbot,Richard Roundtree
807,Mark Swarr,Richard Schiff
807,Mrs. Gould,Julie Araskog
807,Greasy F.B.I. Man,Mark Boone Junior
8839,Kathleen 'Kat' Harvey,Christina Ricci
8839,Dr. James Harvey,Bill Pullman
8839,Carrigan Crittenden,Cathy Moriarty
8839,Paul 'Dibbs' Plutzker,Eric Idle
8839,Stretch (voice),Joe Nipote
8839,Stinkie (voice),Joe Alaskey
8839,Fatso (voice),Brad Garrett
8839,Vic DePhillippi,Garette Ratliff Henson
8839,Amber Whitmire,Jessica Wesson
8839,Amelia Harvey,Amy Brenneman
9804,Mariner,Kevin Costner
9804,Drifter,Chaim Girafi
9804,Gatesman,Rick Aviles
9804,Enforcer,R. D. Call
9804,Elder / Survivor,Zitto Kazann
9804,Helen,Jeanne Tripplehorn
9804,Deacon,Dennis Hopper
9804,Pilot,Jack Black
9804,Priam,Zakes Mokae
9804,Banker,Jack Kehler
8844,Alan Parrish,Robin Williams
8844,Samuel Alan Parrish / Van Pelt,Jonathan Hyde
8844,Judy Sheperd,Kirsten Dunst
8844,Peter Shepherd,Bradley Pierce
8844,Sarah Whittle,Bonnie Hunt
8844,Nora Shepherd,Bebe Neuwirth
8844,Carl Bentley,David Alan Grier
8844,Carol Anne Parrish,Patricia Clarkson
8844,Alan Parrish (young),Adam Hann-Byrd
8844,Sarah Whittle (young),Laura Bell Bundy
9598,Babe the Gallant Pig (voice),Christine Cavanaugh
9598,Fly the Female Sheepdog (voice),Miriam Margolyes
9598,Ferdinand the Duck (voice),Danny Mann
9598,Rex the Male Sheepdog (voice),Hugo Weaving
9598,Maa the Very Old Ewe (voice),Miriam Flynn
9598,Farmer Arthur Hoggett,James Cromwell
9598,Dutchess the Cat (voice),Russi Taylor
9598,Old Ewe (voice),Evelyn Krape
9598,Horse (voice),Michael Edward-Stevens
9598,Cow (voice),Charles Bartlett
9273,Ace Ventura,Jim Carrey
9273,Fulton Greenwall,Ian McNeice
9273,Vincent Cadby,Simon Callow
9273,Ouda,Maynard Eziashi
9273,Burton Quinn,Bob Gunton
9273,The Wachati Princess,Sophie Okonedo
9273,The Tiny Warrior,Tommy Davidson
9273,Hitu,Adewale Akinnuoye-Agbaje
9273,Wachootoo Witch Doctor,Danny D. Daniels
9273,Wachootoo Chief,Sam Motoana Phillips
197,William Wallace,Mel Gibson
197,Murron MacClannough,Catherine McCormack
197,Princess Isabelle,Sophie Marceau
197,King Edward,Patrick McGoohan
197,Robert the Bruce,Angus Macfadyen
197,Hamish Campbell,Brendan Gleeson
197,Young William Wallace,James Robinson
197,Campbell,James Cosmo
197,MacClannough,Sean McGinley
197,Mother MacClannough,Gerda Stevenson
6950,Sam Daniels,Dustin Hoffman
6950,Robby Keough,Rene Russo
6950,Billy Ford,Morgan Freeman
6950,Casey Schuler,Kevin Spacey
6950,Salt,Cuba Gooding Jr.
6950,Donald McClintock,Donald Sutherland
6950,Jimbo Scott,Patrick Dempsey
6950,Dr. Julio Ruiz,Benito Martinez
6950,Dr. Raswani,Malick Bowens
6950,Dr. Benjamin Iwabi,Zakes Mokae
949,Lt. Vincent Hanna,Al Pacino
949,Neil McCauley,Robert De Niro
949,Chris Shiherlis,Val Kilmer
949,Nate,Jon Voight
949,Michael Cheritto,Tom Sizemore
949,Justine Hanna,Diane Venora
949,Eady,Amy Brenneman
949,Charlene Shiherlis,Ashley Judd
949,Sergeant Drucker,Mykelti Williamson
949,Lauren Gustafson,Natalie Portman
2064,Lucy Eleanor Moderatz,Sandra Bullock
2064,Jack Callaghan,Bill Pullman
2064,Peter Callaghan,Peter Gallagher
2064,Ox Callaghan,Peter Boyle
2064,Saul,Jack Warden
2064,Elsie,Glynis Johns
2064,Midge Callaghan,Micole Mercurio
2064,Mary Callaghan,Monica Keena
2064,Celeste's Friend,Susan Messing
2064,Celeste,Marcia Wright
688,Francesca Johnson,Meryl Streep
688,Robert Kincaid,Clint Eastwood
688,Caroline Johnson,Annie Corley
688,Michael Johnson,Victor Slezak
688,Richard Johnson,Jim Haynie
688,Caroline as a young girl,Sarah Kathryn Schmitt
688,Michael as a young boy,Christopher Kroon
688,Betty,Phyllis Lyons
688,Madge,Debra Monk
688,Lawyer Peterson,Richard Lage
9909,Louanne Johnson,Michelle Pfeiffer
9909,Hal Griffith,George Dzundza
9909,George Grandey,Courtney B. Vance
9909,Carla Nichols,Robin Bartlett
9909,Waiter,John Neville
9909,Mary Benton,Beatrice Winde
9909,Irene Roberts,Lorraine Toussaint
9909,Raul Sanchero,Renoly Santiago
9909,Emilio Ramirez,Wade Dominguez
9909,Callie Roberts,Bruklin Harris
63,James Cole,Bruce Willis
63,Dr. Kathryn Railly,Madeleine Stowe
63,Jeffrey Goines,Brad Pitt
63,Dr. Goines,Christopher Plummer
63,Dr. Peters,David Morse
63,Jose,Jon Seda
63,Dr. Fletcher,Frank Gorshin
63,junger Cole,Joseph Melito
63,WWI Sergeant,Aaron Michael Lacey
63,Lt. Halperin,Christopher Meloni
8963,Lt. Commander Ron Hunter,Denzel Washington
8963,Captain Frank Ramsey,Gene Hackman
8963,"Lt. Roy Zimmer, USS Alabama Communications Officer",Matt Craven
8963,Chief of the Boat,George Dzundza
8963,Lt. Peter 'WEAPS' Ince,Viggo Mortensen
8963,Lt. Bobby Dougherty,James Gandolfini
8963,Lt. Darik Westergaurd,Rocky Carroll
8963,Officer of the Deck Mahoney,Jaime Gomez
8963,Chief of the Watch Hunsicker,Michael Milhoan
8963,T.S.O. Billy Linkletter,Scott Burkholder
602,Captain Steven Hiller,Will Smith
602,President Thomas J. Whitmore,Bill Pullman
602,David Levinson,Jeff Goldblum
602,First Lady Marilyn Whitmore,Mary McDonnell
602,Julius Levinson,Judd Hirsch
602,General William Grey,Robert Loggia
602,Russell Casse,Randy Quaid
602,Constance Spano,Margaret Colin
602,Jasmine Dubrow,Vivica A. Fox
602,Albert Nimzicki,James Rebhorn
664,Dr. Jo Harding,Helen Hunt
664,Bill Harding,Bill Paxton
664,Dr. Jonas Miller,Cary Elwes
664,Dr. Melissa Reeves,Jami Gertz
664,Dustin Davis,Philip Seymour Hoffman
664,Meg Greene,Lois Smith
664,Robert 'Rabbit' Nurick,Alan Ruck
664,Allan Sanders,Sean Whalen
664,Jason 'Preacher' Rowe,Scott Thomson
664,Tim 'Beltzer' Lewis,Todd Field
954,Ethan Hunt,Tom Cruise
954,Jim Phelps,Jon Voight
954,Claire Phelps,Emmanuelle Béart
954,Eugene Kittridge,Henry Czerny
954,Franz Krieger,Jean Reno
954,Luther Stickell,Ving Rhames
954,Sarah Davies,Kristin Scott Thomas
954,Max,Vanessa Redgrave
954,Frank Barnes,Dale Dye
954,Alexander Golitsyn,Marcel Iure?
9802,John Patrick Mason,Sean Connery
9802,Dr. Stanley Goodspeed,Nicolas Cage
9802,"Brigadier General Francis X. Hummel, USMC",Ed Harris
9802,FBI Director James Womack,John Spencer
9802,Major Tom Baxter,David Morse
9802,Special Agent Ernest Paxton,William Forsythe
9802,Commander Charles Anderson,Michael Biehn
9802,Carla Pestalozzi,Vanessa Marcil
9802,Marine Captain Hendrix,John C. McGinley
9802,Sergeant Crisp,Bokeem Woodbine
11674,Cruella De Vil,Glenn Close
