movie_id,character,actor
35976,Dr. Samuel Krugman,Norman Fell
35976,Maureen Lawson,Myrna Loy
35976,Julie Lawson,Kristy McNichol
35976,Ben Lawson,Pat O’Brien
11455,Pedro De Pacas,Cheech Marin
11455,Anthony 'Man' Stoner,Tommy Chong
11455,Arnold Stoner,Strother Martin
11455,Mrs. Tempest Stoner,Edie Adams
11455,Chauffeur,Harold Fong
11455,Richard,Richard Novo
11455,Jail Bait,Jane Moder
11455,Jail Bait,Pam Bille
11455,Arresting Officer,Arthur Roberts
11327,Billy Hayes,Brad Davis
11327,Susan,Irene Miracle
11327,Tex,Bo Hopkins
11327,Jimmy Booth,Randy Quaid
11327,Max,John Hurt
11327,Stanley Daniels,Michael Ensign
11327,Hamidou,Paul L. Smith
11327,Erich,Norbert Weisser
11327,Mr. Hayes,Mike Kellin
11327,Rifki,Paolo Bonacelli
123,Frodo Beutlin,Christopher Guard
123,Gandalf,William Squire
123,Sam,Michael Scholes
123,Aragorn,John Hurt
123,Merry,Simon Chandler
123,Pippin,Dominic Guard
123,Bilbo Beutlin,Norman Bird
123,Boromir,Michael Graham Cox
123,Legolas,Anthony Daniels
123,Gimli,David Buck
36361,Dr. Charley Nichols,Walter Matthau
36361,Dr. Amos Willoughby,Art Carney
36361,Dr. Norman Solomon,Richard Benjamin
36361,Ellen Grady,Candice Azzara
36361,Irwin Owett,Dick O'Neill
36361,Ann Atkinson,Glenda Jackson
36361,Mrs. Meyers,Sally Marr
10766,Richard Thorn,William Holden
10766,Ann Thorn,Lee Grant
10766,Damien Thorn,Jonathan Scott-Taylor
10766,Paul Buher,Robert Foxworth
10766,Sergeant Neff,Lance Henriksen
10766,Joan Hart,Elizabeth Shepherd
10766,Charles Warren,Nicholas Pryor
10766,Bill Atherton,Lew Ayres
10766,Aunt Marion,Sylvia Sidney
10766,Mark Thorn,Lucas Donat
11850,Dr. Matthew Bennell,Donald Sutherland
11850,Elizabeth Driscoll,Brooke Adams
11850,Dr. David Kibner,Leonard Nimoy
11850,Nancy Bellicec,Veronica Cartwright
11850,Jack Bellicec,Jeff Goldblum
11850,"Dr. Geoffrey Howell, DDS",Art Hindle
11850,Katherine Hendley,Lelia Goldoni
11850,Dr. Miles J. Bennell,Kevin McCarthy
11850,Taxi Driver,Don Siegel
11850,Ted Hendley,Tom Luddy
38731,Erica,Jill Clayburgh
38731,Saul,Alan Bates
38731,Martin,Michael Murphy
38731,Charlie,Cliff Gorman
38731,Sue,Patricia Quinn
38731,Elaine,Kelly Bishop
38731,Jean,Novella Nelson
38731,Edward,Raymond J. Barry
38731,Patti,Lisa Lucas
38731,Jeannette,Linda Miller
9584,Martin 'Rubber Duck' Penwald,Kris Kristofferson
9584,Melissa,Ali MacGraw
9584,Sheriff Lyle 'Cottonmouth' Wallace,Ernest Borgnine
9584,Bobby 'Love Machine' 'Pig Pen',Burt Young
9584,Widow Woman,Madge Sinclair
9584,Governer Jerry Haskins,Seymour Cassel
9584,Runyon,Tom Runyon
9584,Spider Mike,Franklyn Ajaye
9584,Chuck Arnoldi,Brian Davies
9584,Violet,Cassie Yates
24961,Dorothy,Diana Ross
24961,Scarecrow,Michael Jackson
24961,Tinman,Nipsey Russell
24961,Lion / Fleetwood Coup de Ville,Ted Ross
24961,Aunt Emma,Theresa Merritt
24961,Glinda the Good,Lena Horne
24961,The Wiz,Richard Pryor
24961,Evillene,Mabel King
24961,Miss One,Thelma Carpenter
24961,Uncle Henry,Stanley Greene
698,James Bond,Roger Moore
698,Dr. Holly Goodhead,Lois Chiles
698,Hugo Drax,Michael Lonsdale
698,Corinne Dufour,Corinne Cléry
698,Jaws,Richard Kiel
698,M,Bernard Lee
698,Sir Frederick Gray,Geoffrey Keen
698,Q,Desmond Llewelyn
698,Miss Moneypenny,Lois Maxwell
698,Chang,Toshirô Suga
1367,Rocky Balboa,Sylvester Stallone
1367,Adrian,Talia Shire
1367,Paulie,Burt Young
1367,Apollo Creed,Carl Weathers
1367,Mickey Goldmill,Burgess Meredith
1367,Duke,Tony Burton
1367,Tony Gazzo,Joe Spinell
1367,Agent,Leonard Gaines
1367,Mary Anne Creed,Sylvia Meals
1367,Meat Foreman,Frank McRae
152,Captain James T. Kirk,William Shatner
152,Mr. Spock,Leonard Nimoy
152,Lt. Cmdr. Hikaru Sulu,George Takei
152,Montgomery Scott,James Doohan
152,Lt. Pavel Chekov,Walter Koenig
152,Lt. Cmdr. Uhura,Nichelle Nichols
152,Dr. Leonard McCoy,DeForest Kelley
152,Dr. Christine Chapel,Majel Barrett
152,Capt./Cmdr. Willard Decker,Stephen Collins
152,Lieutenant Ilia,Persis Khambatta
12102,Ted Kramer,Dustin Hoffman
12102,Joanna Kramer,Meryl Streep
12102,Margaret Phelps,Jane Alexander
12102,Billy Kramer,Justin Henry
12102,John Shaunessy,Howard Duff
12102,Jim O'Connor,George Coe
12102,Phyllis Bernard,JoBeth Williams
12102,Gressen,Bill Moor
12102,Judge Atkins,Howland Chamberlain
12102,Spencer,Jack Ramage
348,Arthur Dallas,Tom Skerritt
348,Ellen Ripley,Sigourney Weaver
348,Joan Lambert,Veronica Cartwright
348,Samuel Brett,Harry Dean Stanton
348,Gilbert Kane,John Hurt
348,Ash,Ian Holm
348,Dennis Parker,Yaphet Kotto
348,Alien,Bolaji Badejo
348,Mother (voice),Helen Horton
348,Alien (uncredited),Eddie Powell
9659,Mad Max Rockatansky,Mel Gibson
9659,Jessie Rockatansky,Joanne Samuel
9659,Toecutter,Hugh Keays-Byrne
9659,"Jim Goose, Main Force Patrol Officer",Steve Bisley
9659,Johnny the Boy,Tim Burns
9659,Fifi,Roger Ward
9659,Nurse,Lisa Aldenhoven
9659,Mudguts,David Bracks
9659,Clunk,Bertrand Cadart
9659,Underground Mechanic,David Cameron
28,Captain Benjamin L. Willard,Martin Sheen
28,Colonel Walter E. Kurtz,Marlon Brando
28,Lieutenant Colonel Bill Kilgore,Robert Duvall
28,Tyrone 'Clean' Miller,Laurence Fishburne
28,Lance B. Johnson,Sam Bottoms
28,Jay 'Chef' Hicks,Frederic Forrest
28,Chief Phillips,Albert Hall
28,Colonel Lucas,Harrison Ford
28,Photojournalist,Dennis Hopper
28,General Corman,G. D. Spradlin
11449,George Lutz,James Brolin
11449,Kathy Lutz,Margot Kidder
11449,Father Delaney,Rod Steiger
11449,Father Richard Bolen,Don Stroud
11449,Coroner,James Tolkan
11449,Father Ryan,Murray Hamilton
11449,Farther Nuncio,John Larch
11449,Amy,Natasha Ryan
11449,Aunt Helena,Irene Dailey
11449,Jeff,Michael Sacks
11176,Kermit the Frog / Rowlf / Dr. Teeth / Waldorf / Doc Hopper's Men / Link Hogthrob / Swedish Chef (voice),Jim Henson
11176,Miss Piggy / Fozzie Bear / Animal / Sam the Eagle / Doc Hopper's Men / Marvin Suggs (uncredited) / Swedish Chef (hands) (uncredited) / Motorcycle Guy (uncredited) (voice),Frank Oz
11176,Floyd Pepper / Robin the Frog / Crazy Harry / Lew Zealand / Camilla / Dr. Bunsen Honeydew (assistant) (uncredited) (voice),Jerry Nelson
11176,Scooter / Statler / Janice / Sweetums / Beaker / Fozzie Bear (assistant) (voice),Richard Hunt
11176,The Great Gonzo / Dr. Bunsen Honeydew / Zoot / Doglion / Iraqian in El Sleezo Cafe / Pig (voice),Dave Goelz
11176,Doc Hopper,Charles Durning
11176,Max,Austin Pendleton
11176,Himself / Charlie McCarthy - (voice),Edgar Bergen
11176,Mad Man Mooney,Milton Berle
11176,Professor Max Krassman,Mel Brooks
9051,George Webber,Dudley Moore
9051,Samantha Taylor,Julie Andrews
9051,Jenny Hanley,Bo Derek
9051,Hugh,Robert Webber
9051,David Hanley,Sam J. Jones
9051,Donald,Brian Dennehy
9051,Reverend,Max Showalter
9051,Josh Taylor,Rad Daly
9051,Mrs. Kissell,Nedra Volz
9051,Dr. Miles,James Noble
6471,Navin R. Johnson,Steve Martin
6471,Marie Kimble Johnson,Bernadette Peters
6471,Patty Bernstein,Catlin Adams
6471,Mother,Mabel King
6471,Father,Richard Ward
6471,Iron Balls McGinty,Carl Gottlieb
6471,Taj,Dick Anthony Williams
6471,Stan Fox,Bill Macy
6471,Madman,M. Emmet Walsh
6471,Frosty,Dick O'Neill
11145,Norman 'Sonny' Steele,Robert Redford
11145,Alice 'Hallie' Martin,Jane Fonda
11145,Charlotta Steele,Valerie Perrine
11145,Wendell Hickson,Willie Nelson
11145,Hunt Sears,John Saxon
11145,Farmer,Wilford Brimley
11145,Danny,Allan Arbus
11145,Fitzgerald,Nicolas Coster
11145,Grocer,Brendan Kelly
31915,Maggie Verne,Talia Shire
31915,Dr. Robert Verne,Robert Foxworth
31915,John Hawks,Armand Assante
31915,Isley,Richard Dysart
31915,Ramona Hawks,Victoria Racimo
31915,M'Rai,George Clutesi
31915,Pilot,Tom McFadden
31915,Cellist,Tom McFadden
31915,Father,Burke Byrnes
31915,Girl,Mia Bendixsen
988,Kimberly Wells,Jane Fonda
988,Jack Godell,Jack Lemmon
988,Richard Adams,Michael Douglas
988,Herman De Young,Scott Brady
988,Bill Gibson,James Hampton
988,Don Jacovich,Peter Donat
988,Ted Spindler,Wilford Brimley
988,Evan McCormack,Richard Herd
988,Hector Salas,Daniel Valdez
988,Pete Martin,Stan Bohrman
18966,Count Vladimir Dracula,George Hamilton
18966,Cindy Sondheim,Susan Saint James
18966,Dr. Jeffery Rosenberg / Van Helsing,Richard Benjamin
18966,Lieutenant Ferguson NYPD,Dick Shawn
18966,Mr. Renfield,Arte Johnson
18966,Reverend Mike,Sherman Hemsley
18966,Judge R. Thomas,Isabel Sanford
18966,Erwin Newman (Cab Driver),Stanley Brock
18966,Nurse,Debbie Javor
18966,Mobster,Michael Pataki
10734,Frank Morris,Clint Eastwood
10734,Warden,Patrick McGoohan
10734,"Chester ""Doc"" Dalton",Roberts Blossom
10734,Clarence Anglin,Jack Thibeau
10734,John Anglin,Fred Ward
10734,English,Paul Benjamin
10734,Charley Butts,Larry Hankin
10734,Wolf,Bruce M. Fischer
10734,Litmus,Frank Ronzio
10734,Johnson,Fred Stuthman
696,Isaac Davis,Woody Allen
696,Mary Wilkie,Diane Keaton
696,Yale,Michael Murphy
696,Tracy,Mariel Hemingway
696,Jill,Meryl Streep
696,Emily,Anne Byrne Hoffman
696,Connie,Karen Ludwig
696,Dennis,Michael O'Donoghue
696,Jeremiah,Wallace Shawn
696,Party Guest,Tisa Farrow
16858,Joe Gideon,Roy Scheider
16858,Angelique,Jessica Lange
16858,Audrey Paris,Leland Palmer
16858,Kate Jagger,Ann Reinking
16858,O'Connor Flood,Ben Vereen
16858,Davis Newman,Cliff Gorman
16858,Michelle,Erzsebet Foldi
16858,Dr. Ballinger,Michael Tolan
16858,Joshua Penn,Max Wright
16858,Jonesy Hecht,William LeMassena
17264,Alec Ramsey,Kelly Reno
17264,Henry Dailey,Mickey Rooney
17264,Alec's Mother,Teri Garr
17264,Snoe,Clarence Muse
17264,Alec's Father,Hoyt Axton
17264,Neville,Michael Higgins
17264,Jake,Ed McNamara
17264,Arab,Doghmi Larbi
17264,The Black Stallion,Cass-Olé
9570,Dr. Hans Reinhardt,Maximilian Schell
9570,Dr. Alex Durant,Anthony Perkins
9570,Capt. Dan Holland,Robert Forster
9570,Lt. Charles Pizer,Joseph Bottoms
9570,Harry Booth,Ernest Borgnine
9570,Dr. Kate McCrae,Yvette Mimieux
1891,Luke Skywalker,Mark Hamill
1891,Han Solo,Harrison Ford
1891,Princess Leia,Carrie Fisher
1891,Lando Calrissian,Billy Dee Williams
1891,C-3PO,Anthony Daniels
1891,Darth Vader,David Prowse
1891,R2-D2,Kenny Baker
1891,Chewbacca,Peter Mayhew
1891,Yoda (Voice),Frank Oz
1891,Darth Vader (Voice),James Earl Jones
8536,Lex Luthor,Gene Hackman
8536,Superman / Clark Kent,Christopher Reeve
8536,Otis,Ned Beatty
8536,Perry White,Jackie Cooper
8536,Ursa,Sarah Douglas
8536,Lois Lane,Margot Kidder
8536,Non,Jack O'Halloran
8536,Eve Teschmacher,Valerie Perrine
8536,Lara,Susannah York
8536,Sheriff,Clifton James
525,Elwood Blues (as Elwood),Dan Aykroyd
525,'Joliet' Jake Blues (as Jake),John Belushi
525,Reverend Cleophus James,James Brown
525,Curtis,Cab Calloway
525,Ray,Ray Charles
525,Mrs. Murphy,Aretha Franklin
525,Steve 'The Colonel' Cropper,Steve Cropper
525,Donald 'Duck' Dunn,"Donald ""Duck"" Dunn"
525,Murphy 'Murph' Dunne,Murphy Dunne
525,Willie 'Too Big' Hall,Willie Hall
21629,Skip Donahue,Gene Wilder
21629,Harry Monroe,Richard Pryor
21629,Rory Schultebrand,Georg Stanford Brown
21629,Meredith,JoBeth Williams
21629,Jesus Ramirez,Miguel Ángel Suárez
21629,Deputy Ward Wilson,Craig T. Nelson
21629,Warden Walter Beatty,Barry Corbin
21629,Blade,Charles Weldon
21629,Grossberger,Erland van Lidth
21629,Warden Henry Sampson,Nicolas Coster
813,Ted Striker,Robert Hays
813,Elaine,Julie Hagerty
813,Murdock,Kareem Abdul-Jabbar
813,McCroskey,Lloyd Bridges
813,Captain Oveur,Peter Graves
813,Dr. Rumack,Leslie Nielsen
813,Randy,Lorna Patterson
813,Rex Kramer,Robert Stack
813,Johnny,Stephen Stucker
813,Religious zealot #6,Jim Abrahams
17169,Philo Beddoe,Clint Eastwood
17169,Lynn Halsey-Taylor,Sondra Locke
17169,Orville Boggs,Geoffrey Lewis
17169,James Beekman,Harry Guardino
17169,Senovia 'Ma' Boggs,Ruth Gordon
17169,Jack Wilson,William Smith
17169,Patrick Scarfe,Michael Cavanaugh
17169,Fat Zack,Barry Corbin
17169,"Moody, Black Widow",Roy Jenson
17169,Tony Rapoli Sr.,Al Ruscio
16769,Loretta Lynn,Sissy Spacek
16769,'Mooney' Lynn,Tommy Lee Jones
16769,Ted Webb,Levon Helm
16769,Patsy Cline,Beverly D'Angelo
16769,Lee Dollarhide,William Sanderson
16769,'Clary' Webb,Phyllis Boyens
16769,Webb child,Bill Anderson Jr.
16769,Webb child,Foister Dickerson
16769,Webb child,Malla McCown
16769,Webb child,Pamela McCown
12705,'Bandit',Burt Reynolds
12705,Sheriff Buford T. Justice,Jackie Gleason
12705,Cledus Snow,Jerry Reed
12705,Doc,Dom DeLuise
12705,Little Enos Burdette,Paul Williams
12705,Carrie,Sally Field
12705,Big Enos,Pat McCormick
12705,John Conn,David Huddleston
12705,Junior,Mike Henry
12705,Governor,John Anderson
4488,Mrs. Voorhees,Betsy Palmer
4488,Alice,Adrienne King
4488,Bill,Harry Crosby
4488,Brenda,Laurie Bartram
4488,Marcie,Jeannine Taylor
4488,Jack,Kevin Bacon
4488,Ned,Mark Nelson
4488,Annie,Robbi Morgan
4488,Steve Christy,Peter Brouwer
4488,The Truck Driver,Rex Everhart
5689,Emmeline,Brooke Shields
5689,Richard,Christopher Atkins
5689,Paddy Button,Leo McKern
5689,Arthur Lestrange,William Daniels
5689,Lookout,Jeffrey Kleiser
5689,Officer,Gus Mercurio
5689,Young Emmeline,Elva Josephson
5689,Young Richard,Glenn Kohan
5689,Little Paddy,Bradley Pryce
694,Jack Torrance,Jack Nicholson
694,Wendy Torrance,Shelley Duvall
694,Danny Torrance,Danny Lloyd
694,Dick Hallorann,Scatman Crothers
694,Stuart Ullman,Barry Nelson
694,Delbert Grady,Philip Stone
694,Lloyd the Bartender,Joe Turkel
694,Doctor,Anne Jackson
694,Larry Durkin,Tony Burton
694,Bill Watson,Barry Dennen
28124,Nick Gardenia,Chevy Chase
28124,Glenda Gardenia Parks,Goldie Hawn
28124,Ira Parks,Charles Grodin
28124,Fred,Robert Guillaume
28124,Judge John Channing,Harold Gould
28124,Governor,George Grizzard
28124,Aurora De La Hoya,Yvonne Wilder
28124,Chester,T. K. Carter
28124,Dex,Judd Omen
28124,Gas Station Attendant,Bill Zuckert
13612,Cheech,Cheech Marin
13612,Chong,Tommy Chong
13612,Donna,Evelyn Guerrero
13612,Candy,Betty Kennedy
13612,Pee-wee Herman,Paul Reubens
13612,hostage,Cassandra Peterson
13612,Chick Hazard - Private Eye,Phil Hartman
13612,Actress,Rita Wilson
13612,Beautiful,Shelby Chong
13612,Gloria's Mom - Groundling,Edie McClurg
11977,Ty Webb,Chevy Chase
11977,Al Czervik,Rodney Dangerfield
11977,Richter Elihu Smails,Ted Knight
11977,Danny Noonan,Michael O'Keefe
11977,Carl Spackler,Bill Murray
11977,Maggie O'Hooligan,Sarah Holcomb
11977,Tony D'Annunzio,Scott Colomby
11977,Lacey Underall,Cindy Morgan
11977,Dr. Beeper,Dan Resin
11977,The Bishop,Henry Wilcoxon
1623,Henry Brubaker,Robert Redford
1623,Richard 'Dickie' Coombes,Yaphet Kotto
1623,Lillian Gray,Jane Alexander
1623,Walter,Morgan Freeman
1623,John Deach,Murray Hamilton
1623,Larry Lee Bullen,David Keith
1623,Roy Purcell,Matt Clark
1623,C.P. Woodward,M. Emmet Walsh
1623,Eddie Caldwell,Everett McGill
1623,Floyd Birdwell,Joe Spinell
11033,Doctor Robert Elliott,Michael Caine
11033,Kate Miller,Angie Dickinson
11033,Liz Blake,Nancy Allen
11033,Peter Miller,Keith Gordon
11033,Detective Marino,Dennis Franz
11033,Dr. Levy,David Margulies
11033,Warren Lockman,Ken Baker
11033,Betty Luce,Susanna Clemm
11033,Cleveland Sam,Brandon Maggart
11033,Cleaning Woman,Amalie Collier
3604,Flash Gordon,Sam J. Jones
3604,Dale Arden,Melody Anderson
3604,The Emperor Ming,Max von Sydow
3604,Dr. Hans Zarkov,Chaim Topol
3604,Princess Aura,Ornella Muti
3604,Prince Barin,Timothy Dalton
3604,Prince Vultan,Brian Blessed
3604,Klytus,Peter Wyngarde
3604,Kala,Mariangela Melato
3604,Arborian Priest,John Osborne
1955,Dr. Frederick Treves,Anthony Hopkins
1955,John Merrick,John Hurt
1955,Mrs. Kendal,Anne Bancroft
1955,Carr Gomm,John Gielgud
1955,Mothershead,Wendy Hiller
1955,Bytes,Freddie Jones
1955,Night Porter,Michael Elphick
1955,Dr. Fox,John Standing
1955,Merrick's Mother,Phoebe Nicholls
1955,Plumed Dwarf,Kenny Baker
1578,Jake La Motta,Robert De Niro
1578,Joey La Motta,Joe Pesci
1578,Vickie Thailer,Cathy Moriarty
1578,Salvy Batts,Frank Vincent
1578,Tommy Como,Nicholas Colasanto
1578,Lenore,Theresa Saldana
1578,Mario,Mario Gallo
1578,Man at Webster Hall Table (uncredited),John Turturro
1578,Patsy,Frank Adonis
1578,Charlie - Man with Como,Charles Scorsese
2768,Julian Kaye,Richard Gere
2768,Michelle Stratton,Lauren Hutton
2768,Cloak Room Girl,Judith Ransdell
2768,Detective Sunday,Héctor Elizondo
2768,Lisa Williams,K Callan
2768,Mrs. Dobrun,Carole Cook
2768,Anne,Nina van Pallandt
2768,Leon James,Bill Duke
2768,Charles Stratton,Brian Davies
2768,Mr. Rheiman,Tom Stewart
85,Indy,Harrison Ford
85,Marion Ravenwood,Karen Allen
85,Dr. René Belloq,Paul Freeman
85,Major Arnold Toht,Ronald Lacey
85,Sallah,John Rhys-Davies
85,Dr. Marcus Brody,Denholm Elliott
85,Colonel Dietrich,Wolf Kahler
85,Gobler,Anthony Higgins
85,Barranca / Monkey Man,Vic Tablian
85,Col. Musgrove,Don Fellows
699,James Bond,Roger Moore
699,Melina Havelock,Carole Bouquet
699,Milos Columbo,Chaim Topol
699,Bibi Dahl,Lynn-Holly Johnson
699,Aristotle Kristatos,Julian Glover
699,Countess Lisl von Schlaf,Cassandra Harris
699,Jacoba Brink,Jill Bennett
699,Emile Leopold Locque,Michael Gothard
699,Erich Kriegler,John Wyman
699,Sir Timothy Havelock,Jack Hedley
10246,Pee Wee,Dan Monahan
10246,Billy,Mark Herrier
10246,Tommy,Wyatt Knight
10246,Tim,Cyril O'Reilly
10246,Wendy,Kaki Hunter
10246,Honeywell,Kim Cattrall
10246,Meat,Tony Ganios
10246,Ted Jarvis,Art Hindle
10246,Coach Warren,Doug McGrath
10246,Cherry Forever,Susan Clark
13665,Arthur Bach,Dudley Moore
13665,Linda Marolla,Liza Minnelli
13665,Hobson,John Gielgud
13665,Martha Bach,Geraldine Fitzgerald
13665,Susan Johnson,Jill Eikenberry
13665,Burt Johnson,Stephen Elliott
13665,Bitterman,Ted Ross
13665,Stanford Bach,Thomas Barbour
13665,Gloria,Anne De Salvo
10890,John Winger,Bill Murray
10890,Russell Ziskey,Harold Ramis
10890,Sgt. Hulka,Warren Oates
10890,Stella Hansen,P.J. Soles
10890,Louise Cooper,Sean Young
10890,Dewey 'Ox' Oxberger,John Candy
10890,Capt. Stillman,John Larroquette
10890,Stillman's Aid,John Voldstad
10890,Cruiser,John Diehl
10890,Col. Glass,Lance LeGault
387,Kapitän-Leutnant Heinrich Lehmann-Willenbrock,Jürgen Prochnow
387,Leutnant Werner,Herbert Grönemeyer
387,Der Leitende/Fritz Grade,Klaus Wennemann
387,1WO,Hubertus Bengsch
387,2WO,Martin Semmelrogge
387,Kriechbaum/Navigator,Bernd Tauber
387,Johann,Erwin Leder
387,Ullmann,Martin May
387,Hinrich,Heinz Hoenig
387,Bosun,Uwe Ochsenknecht
11286,J.J. McClure,Burt Reynolds
11286,"Seymour Goldfarb, Jr.",Roger Moore
11286,Pamela Glover,Farrah Fawcett
11286,Jamie Blake,Dean Martin
11286,Victor Prinzim / Captain Chaos,Dom DeLuise
11286,Morris Fenderbaum,"Sammy Davis, Jr."
11286,Doctor Nikolas Van Helsing,Jack Elam
11286,Terry,Terry Bradshaw
11286,"Jackie Chan, Subaru Driver",Jackie Chan
11286,Bradford Compton,Bert Convy
9443,Harold Abrahams,Ben Cross
9443,Eric Liddell,Ian Charleson
9443,Jennie Liddell,Cheryl Campbell
9443,Sybil Gordon,Alice Krige
9443,Lord Andrew Lindsay,Nigel Havers
9443,Sam Mussabini,Ian Holm
9443,Aubrey Montague,Nicholas Farrell
9443,Henry Stallard,Daniel Gerroll
9443,Master of Trinity,John Gielgud
62204,Naoh,Everett McGill
62204,Amoukar,Ron Perlman
62204,Gaw,Nicholas Kadi
62204,Ika,Rae Dawn Chong
62204,Rouka - tribu Ulam,Gary Schwartz
62204,Nam - tribu Ulam,Naseer El-Kadi
62204,Aghoo - tribu Ulam,Franck-Olivier Bonnet
62204,Lakar - tribu Ulam,Jean-Michel Kindt
62204,Faum - tribu Ulam,Kurt Schiegl
62204,Modoc - tribu Ulam,Brian Gillin
1103,Snake Plissken,Kurt Russell
1103,Police Commissioner Bob Hauk,Lee Van Cleef
1103,Cabbie,Ernest Borgnine
1103,President of the United States,Donald Pleasence
1103,The Duke of New York,Isaac Hayes
1103,Harold 'Brain' Helman,Harry Dean Stanton
1103,Maggie,Adrienne Barbeau
1103,Rehme,Tom Atkins
1103,Romero,Frank Doubleday
1103,Cronenberg,John Strobel
36819,Robin Hood,John Cleese
36819,King Agamemnon / Fireman,Sean Connery
36819,Dame Pansy / Pansy,Shelley Duvall
36819,Mrs. Ogre,Katherine Helmond
36819,Napoleon,Ian Holm
36819,Fidgit,Kenny Baker
36819,Vincent,Michael Palin
36819,Supreme Being,Ralph Richardson
36819,Winston the Ogre,Peter Vaughan
36819,Evil Genius,David Warner
10323,Zeus,Laurence Olivier
10323,Hera,Claire Bloom
10323,Thetis,Maggie Smith
10323,Poseidon,Jack Gwillim
10323,Perseus,Harry Hamlin
10323,Aphrodite,Ursula Andress
10323,Ammon,Burgess Meredith
10323,Athena,Susan Fleetwood
10323,Hephaestus,Pat Roach
10323,Andromeda,Judi Bowker
19429,Michael Colin Gallagher,Paul Newman
19429,Megan Carter,Sally Field
19429,Rosen,Bob Balaban
19429,Teresa,Melinda Dillon
19429,Malderone,Luther Adler
19429,Waddell,Barry Primus
19429,McAdam,Josef Sommer
19429,Davidek,John Harkins
19429,Quinn,Don Hood
19429,Wells,Wilford Brimley
18254,John Reed,Warren Beatty
18254,Louise Bryant,Diane Keaton
18254,Max Eastman,Edward Herrmann
18254,Eugene O'Neill,Jack Nicholson
18254,Grigory Zinoviev,Jerzy Kosinski
18254,Louis Fraina,Paul Sorvino
18254,Emma Goldman,Maureen Stapleton
18254,Paul Trullinger,Nicolas Coster
18254,Speaker - Liberal Club,M. Emmet Walsh
18254,Mr. Partlow,Ian Wolfe
26325,Jane Porter,Bo Derek
26325,James Porter,Richard Harris
26325,Harry Holt,John Phillip Law
26325,Tarzan,Miles O'Keeffe
10627,General Harlan Bache,George C. Scott
10627,Cadet Major Brian Moreland,Timothy Hutton
10627,Colonel Kerby,Ronny Cox
10627,Cadet Captain Alex Dwyer,Sean Penn
10627,Cadet Captain David Shawn,Tom Cruise
10627,Charlie Auden,Brendan Ward
10627,Edward West,Evan Handler
10627,Derek Mellott,"John P. Navin, Jr."
10627,Bug,Billy Van Zandt
10627,Cadet Captain J.C. Pierce,Giancarlo Esposito
14664,Tom Sharky,Burt Reynolds
14664,Domino,Rachel Ward
14664,Billy Score,Henry Silva
14664,Papa,Brian Keith
14664,Victor Scorelli,Vittorio Gassman
14664,Lt. Friscoe,Charles Durning
14664,Donald Hotchkins,Earl Holliman
14664,Arch,Bernie Casey
14664,Nosh,Richard Libertini
11527,King Arthur,Nigel Terry
11527,Morgana,Helen Mirren
11527,Lancelot,Nicholas Clay
11527,Guenevere,Cherie Lunghi
11527,Perceval,Paul Geoffrey
11527,Merlin,Nicol Williamson
11527,Cornwall,Corin Redgrave
11527,Leondegrance,Patrick Stewart
11527,Uryens,Keith Buckley
11527,Sir Ector,Clive Swift
19114,Jade Butterfield,Brooke Shields
19114,David Axelrod,Martin Hewitt
19114,Ann Butterfield,Shirley Knight
19114,Hugh Butterfield,Don Murray
19114,Arthur Axelrod,Richard Kiley
19114,Rose Axelrod,Beatrice Straight
19114,Ingrid,Penelope Milford
19114,Keith Butterfield,James Spader
19114,Sammy Butterfield,Ian Ziering
19114,Patty,Jami Gertz
814,David Kessler,David Naughton
814,Nurse Alex Price,Jenny Agutter
814,Jack Goodman,Griffin Dunne
814,Dr. J. S. Hirsch,John Woodvine
814,Barmaid,Lila Kaye
814,Truck Driver,Joe Belcher
814,Dart Player,David Schofield
814,2nd Dart Player,Sean Baker
814,Chess Player,Brian Glover
814,2nd Chess Player,Rik Mayall
601,Elliott,Henry Thomas
601,Gertie,Drew Barrymore
601,Michael,Robert MacNaughton
601,Mary,Dee Wallace
601,Keys,Peter Coyote
601,Pretty Girl,Erika Eleniak
601,Steve,Sean Frye
601,Tyler,C. Thomas Howell
601,Greg,K. C. Martel
601,Schoolboy,David M. O'Dell
1371,Rocky Balboa,Sylvester Stallone
1371,"Adrianna ""Adrian"" Pennino Balboa",Talia Shire
1371,Paulie,Burt Young
1371,Apollo Creed,Carl Weathers
1371,Mickey Goldmill,Burgess Meredith
1371,Duke,Tony Burton
1371,Clubber Lang,Mr. T
1371,Thunderlips,Hulk Hogan
1371,Rocky Junior,Ian Fried
1371,Al,Al Silvani
9576,Michael Dorsey / Dorothy Michaels,Dustin Hoffman
9576,Julie Nichols,Jessica Lange
9576,Sandy,Teri Garr
9576,Ron Carlisle,Dabney Coleman
9576,Les Nichols,Charles Durning
9576,Jeff Slater,Bill Murray
9576,George Fields,Sydney Pollack
9576,John Van Horn,George Gaynes
9576,April,Geena Davis
9576,Rita,Doris Belack
2623,Zack Mayo,Richard Gere
2623,Paula Pokrifki,Debra Winger
2623,Sergeant Emil Foley,"Louis Gossett, Jr."
2623,Sid Worley,David Keith
2623,Byron Mayo,Robert Loggia
2623,Lynette Pomeroy,Lisa Blount
2623,Casey Seeger,Lisa Eilbacher
2623,Perryman,Harold Sylvester
2623,Topper Daniels,David Caruso
2623,Esther Pokrifiki,Grace Zabriskie
1368,John J. Rambo,Sylvester Stallone
