,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,character0,character1,character2
467,False,/8o58ZFCcdz1XVZTaPXVFDqYOTeh.jpg,"[14, 28, 35, 878, 10751]",2978,en,Ghostbusters II,"Five years after they defeated Zuul, the Ghostbusters are out of business. When Dana begins to have ghost problems again, the boys come out of retirement to aid her and hopefully save New York City from a new paranormal threat.",3.006747,/4nN0EYNbOWHJ9UO39maO5Kvcdfa.jpg,1989-06-15,Ghostbusters II,False,6.2,524,Dr. Peter Venkman,Dr. Raymond Stantz,Dana Barrett
468,False,/gJBGcnhGhxoOpcqK29kZNq3UR6i.jpg,"[16, 10751]",10144,en,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,4.983864,/ivdzLXCVgPUyjphKbbB40z8FQp8.jpg,1989-11-17,The Little Mermaid,False,7.05,962,Ariel (voice),Prince Eric (voice),Flounder (voice)
469,False,/t9MrNY0xM9U5JSe5vHN9z08UYty.jpg,"[18, 10752]",2604,en,Born on the Fourth of July,"The biography of Ron Kovic. Paralyzed in the Vietnam war, he becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",3.017014,/iAUSzQNpxf9fX1EvhNbeguo6aVA.jpg,1989-12-20,Born on the Fourth of July,False,6.22,174,Ron Kovic,Mr. Kovic,Mrs. Kovic
470,False,/nSu6o7XZSkungSOXZ5axzgRH2en.jpg,"[12, 28, 53]",709,en,Licence to Kill,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,4.002841,/27EySoBH3oBuI6xat2QOquB9X8j.jpg,1989-07-07,Licence to Kill,False,5.59,315,James Bond,Pam Bouvier,Franz Sanchez
471,False,/uBuMVTfwFKhSUOHM94tSFIZM4lm.jpg,"[35, 18]",403,en,Driving Miss Daisy,The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,3.338,/vzdx1rkR0wK8NcdgTAvg6Vp061U.jpg,1989-12-13,Driving Miss Daisy,False,6.78,160,Hoke Colburn,Daisy Werthan,Boolie Werthan
472,False,/r9KKD6PRQKmZNr0SSAaDWGVHKDO.jpg,"[35, 18, 10751]",1552,en,Parenthood,"The story of the Buckman family and friends, attempting to bring up their children. They suffer/enjoy all the events that occur: estranged relatives, the ""black sheep"" of the family, the eccentrics, the skeletons in the closet, and the rebellious teenagers.",2.315152,/yHctYQeDL9AcuK79rY1dEgrcPVf.jpg,1989-07-31,Parenthood,False,6.25,66,Gil Buckman,Karen Buckman,Helen Buckman Lampkin Bowman
473,False,/3TCPWrxQkfon82xPNtmpweOSVJc.jpg,"[18, 80, 9648]",12150,en,Sea of Love,"Seen-it-all New York detective Frank Keller is unsettled - he has done twenty years on the force and could retire, and he hasn't come to terms with his wife leaving him for a colleague. Joining up with an officer from another part of town to investigate a series of murders linked by the lonely hearts columns he finds he is getting seriously and possibly dangerously involved with Helen, one of the main suspects.",2.800687,/u4qKcoMKTd1SotrlRcHxontcSbd.jpg,1989-09-15,Sea of Love,False,6.72,57,Frank Keller,Helen Cruger,Sherman
474,False,/iCIgeWMqGG07Tn9Y9lzYtVRD55f.jpg,"[35, 18, 10749]",10860,en,Steel Magnolias,"This heart wrenching drama is about a beauty shop, in Louisana owned by Truvy, and the tragedies of all of her clients.",1.931768,/v7gCSAnn3f7itRRIMAMAXXT0sAl.jpg,1989-11-15,Steel Magnolias,False,6.77,68,M'Lynn Eatenton,Truvy Jones,Ouiser Boudreaux
475,False,/dK2P2Ck0EMA9PJUCW1OWfEu2pqx.jpg,"[35, 10749, 18]",639,en,When Harry Met Sally...,"Will sex ruin a perfect relationship between a man and a woman? that's what Harry (Billy Crystal) and Sally (Meg Ryan) debate during their travels from Chicago to New York. And eleven years and later, they're still no closer to finding the answer. Will these two best friends ever accept that they're meant for each other...or will they continue to deny the attraction that's existed since the first moment When Harry Met Sally?",2.689538,/anYI1fzx90PgjO9PY3JStJZJmQT.jpg,1989-07-12,When Harry Met Sally...,False,6.97,445,Sally Albright,Harry Burns,Marie
476,False,/5mE9rLSjtjGdl1q2tSsqMAydE4F.jpg,"[12, 28, 53, 878]",2756,en,The Abyss,"A civilian oil rig crew is recruited to conduct a search and rescue effort when a nuclear submarine mysteriously sinks. One diver soon finds himself on a spectacular odyssey 25,000 feet below the ocean's surface where he confronts a mysterious force that has the power to change the world or destroy it.",3.656329,/kRP5dGXDhKt7bDpXX4YBa4dRwlL.jpg,1989-08-08,The Abyss,False,6.85,417,Virgil 'Bud' Brigman,Lindsey Brigman,Lieutenant Hiram Coffey
477,False,/p8HsQATQBnpUO3EdICYUaaG1HbS.jpg,"[18, 10751, 14]",2323,en,Field of Dreams,"Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",2.201778,/ps5B8ZNSFvqLczD5e4Yh3whV66B.jpg,1989-04-21,Field of Dreams,False,6.79,180,Ray Kinsella,Annie Kinsella,Karin Kinsella
478,False,/hXijgyAgIgPREv6H7AZN8L2W0Oe.jpg,"[35, 18, 10751]",2616,en,Uncle Buck,"As an idle, good-natured bachelor, Uncle Buck is the last person you would think of to watch the kids. However, during a family crisis, he is suddenly left in charge of his nephew and nieces. Unaccustomed to suburban life, fun-loving Uncle Buck soon charms his younger relatives Miles and Maizy with his hefty cooking and his new way of doing the laundry. His carefree style does not impress everyone though - especially his rebellious teenage niece, Tia, and his impatient girlfriend, Chanice. With a little bit of luck and a lot of love, Uncle Buck manages to surprise everyone in this heartwarming family comedy.",2.147406,/kO8JMofYBEnawCTRjsrmqmcNSEr.jpg,1989-08-16,Uncle Buck,False,6.61,167,Buck Russell,Tia Russell,Miles Russell
479,False,/ll9MpIdvt2DvHXolysp3cTiQegl.jpg,"[28, 12, 35, 80]",10345,en,K-9,"The extravagant cop Michael Dooley needs some help to fight a drug dealer who has tried to kill him. A ""friend"" gives him a dog named Jerry Lee (Officer Lewis), who has been trained to smell drugs. With his help, Dooley sets out to put his enemy behind the bars, but Jerry Lee has a personality of his own and works only when he wants to. On the other hand, the dog is quite good at destroying Dooley's car, house and sex-life...",2.012464,/eqVkNPUG3K2Qoo3Gwyk8K76jI1t.jpg,1989-04-28,K-9,False,5.48,117,Dooley,Tracy,Lyman
480,False,/rgyMubnjg883VdJUKKwASijyAFc.jpg,"[14, 18, 53, 9648, 10749]",251,en,Ghost,Gothamites Sam and Molly see their romance shattered when a street thug kills Sam during a mugging. But love endures beyond the grave when a spectral Sam learns that Molly is in danger and he must find a way to warn her before she suffers his fate.,3.52319,/rtxy3cplRFPUvruZajpcoxOQ7bi.jpg,1990-07-12,Ghost,False,6.67,654,Sam Wheat,Molly Jensen,Carl Bruner
481,False,/vUyDnfk7DHaozfl1cXFh6PzbUW4.jpg,"[35, 10751]",771,en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",1.146604,/8IWPBT1rkAaI8Kpk5V3WfQRklJ7.jpg,1990-11-09,Home Alone,False,6.89,1224,Kevin,Harry,Marv
482,False,/fztlIPN1EAO2kFVdJhKaXjAgjhH.jpg,"[10749, 35]",114,en,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",2.748224,/4ufvm0uwtvilabyUP5Zo6QeraB2.jpg,1990-03-23,Pretty Woman,False,6.83,880,Vivian Ward,Edward Lewis,James Morse
483,False,/gkW2RMlwl4kqaMIDjaAE73rAPpZ.jpg,"[12, 18, 37]",581,en,Dances with Wolves,"Wounded Civil War soldier John Dunbar tries to commit suicide -- and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",3.118991,/hpmclspug1I8EwKSWhL7pWWltA.jpg,1990-11-09,Dances with Wolves,False,7.25,538,Lieutenant Dunbar,Stands With A Fist,Kicking Bird
484,False,/qoYaqN9XXrdjKcviJeWVQNcotfK.jpg,"[28, 12, 878]",861,en,Total Recall,"Construction worker Douglas Quaid discovers a memory chip in his brain during a virtual-reality trip. He also finds that his past has been invented to conceal a plot of planetary domination. Soon, he's off to Mars to find out who he is and who planted the chip.",3.488336,/ikYpJ0AjGBNnAYFnPJDUVIOcduR.jpg,1990-06-01,Total Recall,False,6.76,948,Douglas Quaid/Hauser,Lori,Melina
485,False,/pP2a4MBQbIeZMbErBWMjxTT5Npb.jpg,"[12, 28, 35, 878, 10751]",196,en,Back to the Future Part III,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking up Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",2.413118,/6DmgPTZYaug7QNDjOhUDWyjOQDl.jpg,1990-05-25,Back to the Future Part III,False,6.93,1656,Marty McFly / Seamus McFly,Dr. Emmett Brown,Clara Clayton
486,False,/kywkOlRpYtfVlar41R1s8lO46vD.jpg,"[28, 53]",1573,en,Die Hard 2,"John McClane is an off-duty cop gripped with a feeling of déjà vu when on a snowy Christmas Eve in the nation's capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane's smart-mouthed heroics.",4.164108,/zSgL998DXaljsCmwQuwDM8Ak4rV.jpg,1990-07-02,Die Hard 2,False,6.42,1190,John McClane,Holly McClane,Richard Thornburg
487,False,/mR9dcm90L8A1jJ9xq9cA0tRpvm0.jpg,"[18, 53, 80, 9648]",11092,en,Presumed Innocent,"Life takes a nasty twist for D.A. Rusty Sabich when the woman he has been romantically involved with is murdered. He is assigned to investigate the case, but is soon charged with the murder.",1.998734,/sE6tuclHXvrst1ZFAYwcPr1OT1L.jpg,1990-07-26,Presumed Innocent,False,6.35,57,"Rozat ""Rusty"" Sabich",Raymond Horgan,Sandy Stern
488,False,/v4jw4Vu87A3bDq0UoZPShteABIY.jpg,"[878, 28, 12, 35, 10751]",1498,en,Teenage Mutant Ninja Turtles,A quartet of mutated humanoid turtles clash with an uprising criminal gang of ninjas,2.477625,/cok0SSxmD7fYeZj6l9XOr2mb0YL.jpg,1990-03-30,Teenage Mutant Ninja Turtles,False,6.55,250,April O'Neal,Casey Jones,Raphael (voice) / Passenger In Cab
489,False,/rQL7szccj4cSVPRFZxelFry44MV.jpg,[35],951,en,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",1.728854,/3QVlUD2R6WHp8aFK4aRtTlqzaQu.jpg,1990-12-21,Kindergarten Cop,False,5.72,280,Detective John Kimble,Joyce Palmieri / Rachel Crisp,Detective Phoebe O'Hara
490,False,/c31beJUzO3ZwRpxpyP8ADzbkt9V.jpg,"[28, 12, 53]",1669,en,The Hunt for Red October,"When a Soviet nuclear sub headed toward American waters drops off U.S. scanners, the Yanks scramble to take defensive steps. But CIA analyst Jack Ryan convinces the brass that the sub's commander has something other than a first strike in mind. A perilous cat-and-mouse game ensues.",3.974404,/bqvlKYlWq2uibsuVzKTWseeccd2.jpg,1990-03-02,The Hunt for Red October,False,6.92,589,Jack Ryan,Marko Ramius,Commander Bart Mancuso
491,False,/bE2MZM5QAKbcwSzcmlxvRzHJ4tj.jpg,[12],2119,en,Days of Thunder,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",2.690462,/jNw4mKvTW3lSDOv9Ruiph6EQqXj.jpg,1990-06-27,Days of Thunder,False,5.77,189,Cole Trickle,Harry Hogge,Dr. Claire Lewicki
492,False,/kDbQp79boL5BrlFuGC59Kf2Vci3.jpg,"[53, 28, 35, 80, 18]",11595,en,Another 48 Hrs.,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the ""Ice Man"". Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day.",1.784386,/gqorSVKGtBPyJrCVd6507O9NYfw.jpg,1990-06-08,Another 48 Hrs.,False,5.54,83,Reggie Hammond,Jack Cates,Ben Kehoe
493,False,/mhdJ2rOK3JGnceqxNK9WufYmFr7.jpg,"[18, 28, 53, 80]",242,en,The Godfather: Part III,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",3.081849,/uzaP0L7BEprcJHCuwbaHiYT0UYX.jpg,1990-12-24,The Godfather: Part III,False,6.95,832,Don Michael Corleone,Kay Adams Michelson,Don Vincent 'Vinnie' Mancini-Corleone
494,False,/dr5pdEDOdCvelCQqP32UZubiSgE.jpg,[18],1375,en,Rocky V,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",3.40169,/mamE1mVcWyJuxdPuGTISaB6KrX0.jpg,1990-10-18,Rocky V,False,5.35,331,Rocky Balboa,Adrian,Paulie
495,False,/1lyGxhpRG0ftzbZdsmZ35c7DnhG.jpg,"[12, 28, 35, 53, 80]",8592,en,Dick Tracy,"The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",1.765612,/4UfKEGnj9jPWV11LNKBXTgge3We.jpg,1990-06-15,Dick Tracy,False,5.65,118,Dick Tracy,Big Boy Caprice,Breathless Mahoney
496,False,/1aTNTbUJ82qmdI5nR7ojT28M2K9.jpg,"[35, 28, 12]",170805,cn,????,"A team of Chinese cops based in Greece known as ""The Cyprus Tigers"" and a crooked businessman, along with his Japanese henchmen, are after a set of counterfeit money printing plates.",1.000023,/wmjaIgLmZExNWjmUiQiF1FTLFGD.jpg,1990-10-25,The Cyprus Tigers,False,4.0,1,Dick,Climax,Kid
497,False,/usLfxbW0hPIcx3Wd7dZE8gKX7Bp.jpg,"[18, 27, 878, 53]",1551,en,Flatliners,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life. A science fiction thriller from the early 1990's with a star studded cast.",1.997285,/3CoUzgCU8kR2UCXovrvfNAjvWkI.jpg,1990-08-09,Flatliners,False,6.0,171,Nelson,Rachel Mannus,David Labraccio
498,False,/43HsIo5PPMIs42tmtNmqiuJVSNR.jpg,"[27, 53]",1700,en,Misery,"Novelist Paul Sheldon crashes his car on a snowy Colorado road. He is found by Annie Wilkes, the ""number one fan"" of Paul's heroine Misery Chastaine. Annie is also somewhat unstable, and Paul finds himself crippled, drugged and at her mercy.",2.628512,/s0Ot5zUmVF1jSN9WpBHRafvUPld.jpg,1990-11-28,Misery,False,7.55,454,Paul Sheldon,Annie Wilkes,Buster
499,False,/vlfYYFavD87DNnwuNBsOyf8xzOs.jpg,"[878, 28, 53]",169,en,Predator 2,"Ten years after a band of mercenaries first battled a vicious alien, the invisible creature from another world has returned to Earth -- and this time, it's drawn to the gang-ruled and ravaged city of Los Angeles. When it starts murdering drug dealers, detective-lieutenant Mike Harrigan and his police force set out to capture the creature, ignoring warnings from a mysterious government agent to stay away.",3.072437,/zvliTkCns7f37iUeedDdo7rFyYH.jpg,1990-11-20,Predator 2,False,5.69,354,The Predator,Lieutenant Mike Harrigan,Peter Keyes
500,False,/d9AqtruwS8nljKjL5aYzM42hQJr.jpg,"[28, 53, 878]",280,en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",5.938621,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,1991-07-01,Terminator 2: Judgment Day,False,7.47,2720,The Terminator,Sarah Connor,John Connor
501,False,/5WcDtLGWvV7VMBpTah1Xrw5325A.jpg,"[12, 18, 28, 10749]",8367,en,Robin Hood: Prince of Thieves,"When the dastardly Sheriff of Nottingham murders Robin's father, the legendary archer vows vengeance. To accomplish his mission, Robin joins forces with a band of exiled villagers (and comely Maid Marian), and together they battle to end the evil sheriff's reign of terror.",2.591697,/SC1uy1zkxDFuEiZDIk5sq4eBbQ.jpg,1991-06-14,Robin Hood: Prince of Thieves,False,6.55,480,Robin Hood,Azeem,Will Scarlett
502,False,/r1xLXJ05bG8hV02No3xNhi8ZcK5.jpg,"[10749, 10751, 16, 14, 10402]",10020,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",5.336712,/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg,1991-11-12,Beauty and the Beast,False,7.24,1610,Belle (voice),Beast (voice),Gaston (voice)
503,False,/zkBN7dRpNiK4aaWF6c4WfecyXof.jpg,"[12, 14, 35, 10751]",879,en,Hook,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",3.217759,/6plGuz8L3fvkuENB0G2ZpBz6kej.jpg,1991-12-11,Hook,False,6.51,777,Peter Banning,Captain James S. Hook,Tinkerbell
504,False,/upTn8UYt1n92opIEIyzh8HljB0F.jpg,"[80, 18, 53]",274,en,The Silence of the Lambs,"FBI trainee Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. Unfortunately, her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",1.75969,/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg,1991-02-14,The Silence of the Lambs,False,7.83,2468,Clarice Starling,Hannibal Lecter,Jack Crawford
505,False,/3vrtpYhLZB9uxpG89Fps1ngANs4.jpg,"[18, 53, 36]",820,en,JFK,New Orleans District Attorney Jim Garrison discovers there's more to the Kennedy assassination than the official story.,2.591632,/9bmXpKDJv2kdtD4QNexErjGTIOz.jpg,1991-12-20,JFK,False,7.16,241,Jim Garrison,Clay Shaw/Clay Bertrand,Lee Harvey Oswald
506,False,/cf9WjvymdQMYyHHpp30ePvXrUZG.jpg,"[35, 10751, 14]",2907,en,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",3.01047,/ajiQj0jbacMAmPxDU3fP9TeIfTi.jpg,1991-11-22,The Addams Family,False,6.64,377,Gomez Addams,Morticia Addams,Uncle Fester
507,False,/zDVrWS9PzI0HJU1kyfO6UNsx9br.jpg,"[80, 53]",1598,en,Cape Fear,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, bible-quoting, psychotic rapist. What do they have in common? Fourteen years, ago Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",2.837161,/4KvrvcqckdupXXO2YnANtyG7QLK.jpg,1991-11-15,Cape Fear,False,6.88,264,Max Cady,Sam Bowden,Leigh Bowden
508,False,/cRwfgVEV02xVA07tMidSIazYRJ.jpg,"[28, 35, 10752]",9595,en,Hot Shots!,"Charlie Sheen, Lloyd Bridges, Cary Elwes, Valeria Golino and Jon Cryer co-star in director Jim Abrahams' (Airplane, Naked Gun) truly hilarious spoof of Top Gun. Recruited to join a top-secret mission for the Air Force, a renegade pilot (Sheen) finds himself coping with an incompetent admiral (Bridges) and a carefully selected squadron of flyers who are either inept or half-blind.",3.404596,/7xTBjS7yfBk7xtTs8ckJKGp4HOl.jpg,1991-07-31,Hot Shots!,False,6.2,294,Lt. Topper Harley / Rhett Butler / Superman,Lt. Kent Gregory,Ramada Thompson / Scarlett O'Hara / Lois Lane
509,False,/kSZd5IkmNbSbL7jPkfKFGTMpe6u.jpg,"[80, 53]",7442,en,Sleeping with the Enemy,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband.",1.885363,/mf7WgHsZ0lwn0wb7iHN3WSTUeuE.jpg,1991-02-08,Sleeping with the Enemy,False,6.17,107,Laura Burney / Sara Walters,Martin Burney,Ben Woodward
510,False,/iosYFI66bhoB5uC27qvIejrEvJu.jpg,"[28, 80, 18, 9648, 53]",2924,en,Backdraft,They say a blast of flames can take a life ... and hide a secret. But now firemen brothers Brian and Stephen McCaffrey are battling each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,2.599919,/3E2puQrspfkGC6XuxGdB9ghXPtY.jpg,1991-05-24,Backdraft,False,6.29,180,Dennis McCaffrey,Brian McCaffrey,Donald Rimgale
511,False,/fcXqVIyjexd1w0eSH2mLhV6UvjW.jpg,"[28, 12, 35, 18, 37]",1406,en,City Slickers,New York meets the west in this comedy starring Billy Crystal. Three New York business men decide to take a 'Wild West' vacation that turns out to not be the relaxing vacation they had envisioned.,2.130648,/tdOHDekHHGyjcR3Ay6WQ6uiFHoz.jpg,1991-06-07,City Slickers,False,6.08,107,Mitch Robbins,Phil Berquist,Ed Furillo
512,False,/z4Ausah3ytq9kX6ScjAE0jFkPdz.jpg,"[18, 35]",1633,en,Fried Green Tomatoes,"Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.",2.334376,/3hSjDfJcaicSLyivGzm1xMaoQ6Y.jpg,1991-12-27,Fried Green Tomatoes,False,7.31,127,Evelyn Couch,,Ruth Jamison
513,False,/qzrOCLviAseY5WOmsgkNVIAHQea.jpg,"[878, 28, 12, 53]",174,en,Star Trek VI: The Undiscovered Country,The crews of the Enterprise and the Excelsior must stop a plot to prevent a peace treaty between the Klingon Empire and the Federation,2.336204,/5PvIZAOFDe63M1oByFEFDoQobkc.jpg,1991-12-05,Star Trek VI: The Undiscovered Country,False,6.61,227,James Tiberius Kirk,Spock,Dr. Leonard McCoy
514,False,/cC8xK5DTZkOG92nBB2sMDcedmse.jpg,"[35, 10749]",11846,en,Father of the Bride,"George Banks is an ordinary, middle-class man whose 21 year-old daughter Annie has decided to marry a man from an upper-class family, but George can't think of what life would be like without his daughter. He becomes slightly insane, but his wife tries to make him happy for Annie, but when the wedding takes place at their home and a foreign wedding planner takes over the ceremony.",2.04908,/bNQpz6e35wuA3QgJb9VF2oUpZNA.jpg,1991-12-20,Father of the Bride,False,6.31,163,George Stanley Banks,Nina Banks,Annie Banks
515,False,/b4SzDo4Dw6HZHJWFpuabTattEOM.jpg,"[28, 35, 80]",37137,en,The Naked Gun 2½: The Smell of Fear,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",3.082227,/qrjwY4wXu54rhpuwrfq7lojGMka.jpg,1991-06-28,The Naked Gun 2½: The Smell of Fear,False,6.46,237,Frank Drebin,Jane Spencer,Captain Ed Hocken
516,False,/vaFuy8olnsULqdd09DsxWf1ry1k.jpg,"[28, 53, 80]",1089,en,Point Break,"In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.",2.975014,/zAt6vprHgkQCaQ5n6qwfXd4zAcD.jpg,1991-07-12,Point Break,False,6.64,436,Bodhi,FBI Special Agent John 'Johnny' Utah,FBI Agent Angelo Pappas
517,False,/b3ipvciomRvSxyhdbQdq446mAM2.jpg,"[18, 10749]",10333,en,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,1.666315,/pstlHVvLHV9WWU3mgxn5WMKBVX9.jpg,1991-12-25,The Prince of Tides,False,5.91,17,Tom Wingo,Susan Lowenstein,Sally Wingo
518,False,/wH2QsuhOrKLv1hefv0vbC5vlGIr.jpg,"[28, 35, 80]",11384,en,The Hard Way,"Seeking to raise his credibility as an actor and to land a role as a tough cop on a new show, Hollywood action star Nick Lang works a deal with New York City Police Capt. Brix, who by chance is one of his fans. Nick will be paired with detective Lt. John Moss and learn how to act like a real cop. But when Nick drives John crazy with questions and imitating him, he gets in the way of John's pursuit of a serial killer.",1.99524,/oQ9OujnasjYnJEJ0iDKRCwwzNtj.jpg,1991-03-08,The Hard Way,False,5.74,48,Ray Casanov | Nick Lang,"Detective Lt. John Moss, NYPD",Party Crasher
519,False,/wwnrt4JclIW5P4jaWnINziGrdmo.jpg,[35],10276,en,What About Bob?,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",2.077438,/fopJnM6MCZilYM6nRpglWdFndt1.jpg,1991-05-17,What About Bob?,False,6.7,116,Bob 'Bobby' Wiley,Dr. Leo Marvin,Fay Marvin
520,False,/oZN5w508NSlrmcMql1wohhsQGIg.jpg,"[16, 10751, 35, 12, 14, 10749]",812,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",4.336395,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,1992-11-25,Aladdin,False,7.31,1991,Aladdin 'Al' (voice),Genie (voice),Princess Jasmine (voice)
521,False,/qWSw7lKNk9Kd98ETWd2fyOANu3Y.jpg,"[53, 28, 18, 10402, 10749]",619,en,The Bodyguard,"A former Secret Service agent grudgingly takes an assignment to protect a pop idol who's threatened by a crazed fan. At first, the safety-obsessed bodyguard and the self-indulgent diva totally clash. But before long, all that tension sparks fireworks of another sort, and the love-averse tough guy is torn between duty and romance.",2.302055,/cbUiIu4357JQ4FBCtRJovHNv1gi.jpg,1992-11-25,The Bodyguard,False,6.07,315,Rachel Marron,Frank Farmer,Nicki Marron
