,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,character0,character1,character2
158,False,/48FvngZTTJKjrje2TGpEl4HOpaY.jpg,[35],254161,es,"Manolo, la nuit","While Manolo, employed in a tourism agency in the Costa del Sol, enjoys the foreign babes, his wife suffers at home in the city. Advised by a girlfriend she plans revenge by simulating pregnancy. At first, Manolo is very happy to have a baby. However, soon he realizes that he cannot be the father since he was not in the city at the time of conception.",1.000078,/yfec6FsNF8sJVom92mKJdO9XtB0.jpg,1973-10-29,Manolo by Night,False,0.0,0,Manolo Olmedillo,Susana,Martina
159,False,/wwJEcAKY5drJj9o4EJKIOjLDZNF.jpg,"[35, 18]",1675,fr,La nuit américaine,"A committed film director struggles to complete his movie while coping with a myriad of crises, personal and professional, among the cast and crew.",1.861768,/aerF4eDsrSWZWPfJ7svnrIXkWZD.jpg,1973-05-24,Day for Night,False,7.7,43,Julie,Alphonse,Alexandre
160,False,/tzJmubvEPw2etDhzqpA6Wb3K2EZ.jpg,"[35, 37]",11072,en,Blazing Saddles,"A town – where everyone seems to be named Johnson – is in the way of the railroad and, in order to grab their land, Hedley Lemar, a politically connected nasty person, sends in his henchmen to make the town unlivable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",2.765194,/yccgwPNVaqtgS1d0U5jjM6Mnza8.jpg,1974-02-07,Blazing Saddles,False,6.92,312,Sheriff Bart,"Jim, aka ""The Waco Kid""",Hedley Lamarr
161,False,/jHYj6T5OHhMIgEy0gPm9IDv4vA4.jpg,"[28, 53]",5919,en,The Towering Inferno,"At the opening party of a colossal—but poorly constructed—office building, a massive fire breaks out that threatens to destroy the tower and everyone in it.",2.250685,/atGCmFz8L5KmmVmP4kFcrS1vCyd.jpg,1974-12-14,The Towering Inferno,False,7.24,70,Chief Michael O'Hallorhan,Doug Roberts,Susan Franklin
162,False,/f6HNlsfahFWcYC3VH5sQsMrOL72.jpg,"[12, 28, 53]",682,en,The Man with the Golden Gun,A golden bullet has 007 engraved on it as it smashes into the secret service headquarters. The bullet came from the professional killer Scaramanga who has yet to miss a target and James Bond begins a mission to try and stop him.,3.728664,/7VSVgxAvA7IdTf8T6Oon1eaReeJ.jpg,1974-12-01,The Man with the Golden Gun,False,6.08,268,James Bond,Francisco Scaramanga,Mary Goodnight
163,False,/xniibygKalBzJg2yCugPwZCJe31.jpg,"[35, 878]",3034,en,Young Frankenstein,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",2.669941,/bWj0Stn422IoH589I7XM4f46vgp.jpg,1974-12-15,Young Frankenstein,False,7.38,409,Dr. Frederick Frankenstein,The Monster,Igor
164,False,/61RDA1ZIRRxYrDkV51ErctwUzsb.jpg,"[28, 18, 53]",11123,en,Earthquake,"Earthquake is a 1974 American disaster film that achieved huge box-office success, continuing the disaster film genre of the 1970s where recognizable all-star casts attempt to survive life or death situations. The plot concerns the struggle for survival after a catastrophic earthquake destroys most of the city of Los Angeles, California.",1.436842,/gdzwFXI5nVuAA6bjZ3bVEo2st7D.jpg,1974-11-15,Earthquake,False,5.88,20,Stewart Graff,Remy Royce-Graff,Sgt. Lew Slade
165,False,/gLbBRyS7MBrmVUNce91Hmx9vzqI.jpg,"[18, 80]",240,en,The Godfather: Part II,"In the continuing saga of the Corleone crime family, a young Vito Corleone grows up in Sicily and in 1910s New York. In the 1950s, Michael Corleone attempts to expand the family business into Las Vegas, Hollywood and Cuba.",5.102017,/tHbMIIF51rguMNSastqoQwR0sBs.jpg,1974-12-20,The Godfather: Part II,False,8.08,2008,Don Michael Corleone,Tom Hagen,Kay Corleone
166,False,/e5MP0pHZdcF48PAGtJTgss4qsV8.jpg,"[28, 12, 18, 53]",27932,en,Airport 1975,"""Something hit us...the crew is dead...help us, please, please help us!"" With these terrifying words, 22 of Hollywood's greatest stars find themselves aboard a pilotless jumbo jet headed on a collision course with destruction in the nerve chilling sequel to the greatest disaster movie ever made.",1.540358,/53M89n1LDl20ZCAhqEadjTVc0Ml.jpg,1974-10-18,Airport 1975,False,6.07,30,Alan Murdock,Nancy Pryor,Joe Patroni
167,False,/hyItLEBBGxISRxDlUWPY3VeVqY0.jpg,"[80, 35, 18]",4985,en,The Longest Yard,"In this rough-and-tumble yarn, actually filmed on-location at the Georgia State Prision, the cons are the heroes and the guards are the heavies. Eddie Albert is the sadistic warden who'll gladly make any sacrifice to push his guards' semi-pro football team to a national championship.",1.266167,/e9YEVI0hgVM5XkRZbvYWw656STZ.jpg,1974-08-21,The Longest Yard,False,6.18,34,Paul Crewe,Warden Hazen,Captain Knauer
168,False,/Q6bpYakPwUBDuvPr2X2h7KWnL5.jpg,"[28, 35]",6916,it,...altrimenti ci arrabbiamo!,"After a tied 1st place in a local stunt race, two drivers start a contest to decide who of them will own the prize, a dune buggy. But when a mobster destroys the car, they are determined to get it back.",2.539728,/pOgggSmg9f7tYAzTYrIyfq8kdCR.jpg,1974-03-29,"Watch Out, We're Mad",False,7.05,57,Kid,Ben,Liza
169,False,/sOw7TZzt3vRQXXCrwdspSHwCJDR.jpg,"[27, 53]",30497,en,The Texas Chain Saw Massacre,Five friends visiting their grandfather's house in the country are hunted and terrorized by a chain-saw wielding killer and his family of grave-robbing cannibals.,2.494525,/Qy5LixQVptWXIYzrd9zGVIMpCp.jpg,1974-10-01,The Texas Chain Saw Massacre,False,6.71,234,,Jerry,Franklin Hardesty
170,False,/uArEeO3U7ASyQA9UbMMyn3Z6Ajw.jpg,"[80, 18, 9648, 53]",829,en,Chinatown,"Private eye Jake Gittes lives off the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",3.113707,/iIHO6FzF6lL4mA90rrmk3Y705XS.jpg,1974-06-20,Chinatown,False,7.64,417,Jake Gittes,Evelyn Cross Mulwray,Noah Cross
171,False,/bumq0YRetf10S2qRAUWxZHNfDOx.jpg,"[18, 53, 9648]",4176,en,Murder on the Orient Express,"In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",2.686514,/66B9pHWl2KU7CwB3xcBNYvEo2CH.jpg,1974-11-24,Murder on the Orient Express,False,6.7,85,Hercule Poirot,Mrs. Harriet Belinda Hubbard,Signor Bianchi
172,False,/uc0UUkz5D8a6OZQ0VUaUwOPRlAb.jpg,"[18, 10749]",11034,en,The Great Gatsby,"Nick Carraway, a young Midwesterner now living on Long Island, finds himself fascinated by the mysterious past and lavish lifestyle of his neighbor, the nouveau riche Jay Gatsby. He is drawn into Gatsby's circle, becoming a witness to obsession and tragedy.",1.631155,/9MLgkjflekg2b1CKMgRZrpMLqDs.jpg,1974-03-27,The Great Gatsby,False,6.04,67,Jay Gatsby,Daisy Buchanan,Tom Buchanan
173,False,/kIPE9R2pEOl6SpZN2IzUe0eG3ut.jpg,"[28, 80, 18, 53]",13939,en,Death Wish,A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks in which he randomly goes out and kills would-be muggers on the mean streets after dark.,1.716664,/3PKm5qtlxxIX7WEmWkCub6PCFSX.jpg,1974-07-24,Death Wish,False,6.75,51,Paul Kersey,Joanna Kersey,Det. Frank Ochoa
174,False,/gwVQKnVSfWcH9wVlnwQXaqVNlaL.jpg,"[28, 12, 35, 80]",8348,en,Thunderbolt and Lightfoot,"With the help of an irreverent young sidekick, a bank robber gets his old gang back together to organise a daring new heist.",1.721936,/ys9vfK1436huuHsUpM7MxBkX3qS.jpg,1974-05-23,Thunderbolt and Lightfoot,False,6.36,31,Thunderbolt,Lightfoot,Eddie Goody
175,False,/hHvDXvBcN60U9WsJPrl0Unb5THG.jpg,"[28, 80, 18]",5121,en,The Sugarland Express,"Married small-time crooks Lou-Jean and Clovis Poplin lose their baby to the state of Texas and resolve to do whatever it takes to get him back. Lou-Jean gets Clovis out of jail, and the two steal their son from his foster home, in addition to taking a highway patrolman hostage. As a massive dragnet starts to pursue them across Texas, the couple become unlikely folk heroes and even start to bond with the captive policeman.",1.634892,/9jS4EeZjUSeBuM4Fe8ZR2HprwZR.jpg,1974-04-05,The Sugarland Express,False,6.13,30,Lou Jean Poplin,Clovis Michael Poplin,Captain Harlin Tanner
176,False,,[],85983,es,Vudú sangriento,"The mummy of long dormant, but powerful Caribbean voodoo priest Gatanebo gets revived on a luxury South Seas ocean liner as a big buff bald guy and proceeds to terrorize the passengers. Gatanebo beheads several folks, occasionally reverts back to his prune-faced mummified state, and falls for the ravishing Sylvia, who reminds him of his old flame Kenya.",1.275,/r9xtMtgyG8tt9mvvv1hAkaO2mqh.jpg,1974-06-12,Voodoo Black Exorcist,False,5.0,1,Gatanebo,Dambhalla,Johnny (as Kurd Abraham)
177,False,/u8dMKtP9QShwJoMyu9tdOhashyn.jpg,"[80, 18, 9648]",592,en,The Conversation,"Surveillance expert Harry Caul (Gene Hackman) is hired by a mysterious client's brusque aide (Harrison Ford) to tail a young couple, Mark (Frederic Forrest) and Ann (Cindy Williams). Tracking the pair through San Francisco's Union Square, Caul and his associate Stan (John Cazale) manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple are in danger.",2.095749,/kUgQKOjq5YsOkCHj90ffDU2bOAK.jpg,1974-04-07,The Conversation,False,7.08,148,Harry Caul,Stan,Mark
